,Name_submitted,Accepted_name,Habit,NativeStatus,n_nurseries,StatesSold,NativeRange,StatesRegulated,P_conventional,P_native,Rank
1218,Polemonium pulcherrimum,Polemonium pulcherrimum,Forb/herb,EFNonNative,1,DE,"AK, CO, ID, MT, OR, WA, WY, AZ, CA, NV, UT, NM",NA,0.00390625,0,1218
1219,Portulaca pilosa,Portulaca pilosa,Forb/herb,EFNative,1,PA,"KS, MO, OK, AZ, NM, TX, AL, AR, FL, GA, LA, MS, NC, SC, TN",NA,0.00390625,0,1219
1220,Portulaca umbraticola,Portulaca umbraticola,Forb/herb,EFNative,1,PA,"MO, OK, AZ, NM, TX, AL, AR, GA, LA, MS, SC",NA,0.00390625,0,1220
1221,Potentilla thurberi,Potentilla thurberi,Forb/herb,EFNonNative,1,OH,"AZ, NM",NA,0.00390625,0,1221
1222,Primula jeffreyi,Primula jeffreyi,NA,EFNonNative,1,CT,"AK, ID, MT, OR, WA, WY, CA",NA,0.00390625,0,1222
1223,Pulsatilla patens,Pulsatilla patens,Forb/herb,EFNative,1,PA,"WA, ID, MT, WY, UT, CO, NM, TX, ND, SD, NE, KS, IA, MN, WI, IL, MI",NA,0.00390625,0,1223
1224,Quercus laurifolia,Quercus laurifolia,Tree,EFNative,1,VA,"TX, AL, AR, FL, GA, LA, MS, NC, SC, VA",NA,0.00390625,0,1224
1225,Quercus pagoda,Quercus pagoda,Tree,EFNative,1,DE,"IL, MO, OK, IN, TX, AL, AR, FL, GA, KY, LA, MD, MS, NC, SC, TN, VA",NA,0.00390625,0,1225
1226,Rhododendron tomentosum,Rhododendron tomentosum,Shrub,EFNonNative,1,ME,AK,NA,0.00390625,0,1226
1227,Ribes aureum,Ribes aureum,Shrub,EFNative,1,PA,"CO, ID, MT, OR, WA, WY, IA, KS, MN, MO, ND, NE, OK, SD, WI, MI, AZ, CA, NV, UT, NM, TX, AR, TN",NA,0.00390625,0,1227
1228,Ribes sanguineum,Ribes sanguineum,Shrub,EFNonNative,1,NJ,"ID, OR, WA, CA",NA,0.00390625,0,1228
1229,Rosa arkansana,Rosa arkansana,Shrub,EFNative,1,NY,"CO, MT, WY, IL, IA, KS, MN, MO, ND, NE, OK, SD, WI, IN, MI, OH, NM, TX, AR",NA,0.00390625,0,1229
1230,Rubus parviflorus,Rubus parviflorus,Shrub,EFNative,1,RI,"AK, CO, ID, MT, OR, WA, WY, IL, IA, MN, SD, WI, MI, AZ, CA, NV, UT, NM",NA,0.00390625,0,1230
1231,Rumex verticillatus,Rumex verticillatus,Forb/herb,EFNative,1,PA,"IL, IA, KS, MN, MO, NE, OK, SD, WI, CT, IN, MA, MI, NJ, NY, OH, PA, RI, VT, WV, TX, AL, AR, DE, FL, GA, KY, LA, MD, MS, NC, SC, TN, VA",NA,0.00390625,0,1231
1232,Salix myricoides,Salix myricoides,Shrub,EFNative,1,OH,"IL, WI, IN, ME, MI, OH, PA",NA,0.00390625,0,1232
1233,Salix pyrifolia,Salix pyrifolia,Shrub,EFNative,1,OH,"IL, MN, WI, ME, MI, NH, NY, VT",NA,0.00390625,0,1233
1234,Sedum borschii,Sedum borschii,Forb/herb,EFNonNative,1,ME,"ID, MT",NA,0.00390625,0,1234
1235,Sequoia sempervirens,Sequoia sempervirens,Tree,EFNonNative,1,OH,"OR, CA",NA,0.00390625,0,1235
1236,Sidalcea oregana,Sidalcea oregana,Forb/herb,EFNonNative,1,VT,"ID, MT, OR, WA, WY, CA, NV, UT",NA,0.00390625,0,1236
1237,Sisyrinchium campestre,Sisyrinchium campestre,Forb/herb,EFNative,1,PA,"IL, IA, KS, MN, MO, ND, NE, OK, SD, WI, IN, MI, OH, TX, AR, LA",NA,0.00390625,0,1237
1238,Sisyrinchium idahoense,Sisyrinchium idahoense,Forb/herb,EFNonNative,1,PA,"CO, ID, MT, OR, WA, WY, AZ, CA, NV, UT, NM",NA,0.00390625,0,1238
1239,Sisyrinchium nashii,Sisyrinchium nashii,Forb/herb,EFNative,1,PA,"AL, FL, GA, MS, NC, SC, TN, VA",NA,0.00390625,0,1239
1240,Solidago drummondii,Solidago drummondii,Forb/herb,EFNative,1,PA,"IL, MO, AR",NA,0.00390625,0,1240
1241,Solidago ptarmicoides,Solidago ptarmicoides,Forb/herb,EFNative,1,PA,"CO, MT, WY, IL, IA, MN, MO, OK, SD, WI, CT, IN, MI, NH, NY, OH, VT, SC",NA,0.00390625,0,1241
1242,Sporobolus rigidus,Sporobolus rigidus,Grass,EFNative,1,PA,"CO, ID, MT, WA, WY, IL, IA, KS, MN, MO, ND, NE, SD, WI, IN, MI, NY, OH, PA, NM",NA,0.00390625,0,1242
1243,Stenanthium gramineum,Stenanthium gramineum,Forb/herb,EFNative,1,WV,"IL, MO, IN, MI, OH, PA, WV, TX, AL, AR, FL, GA, KY, LA, MD, NC, SC, TN, VA",NA,0.00390625,0,1243
1244,Stenaria nigricans,Stenaria nigricans,Forb/herb,EFNative,1,WV,"CO, IL, IA, KS, MO, NE, OK, IN, MI, OH, NM, TX, AL, AR, FL, GA, KY, LA, MS, TN",NA,0.00390625,0,1244
1245,Symphyotrichum drummondii,Symphyotrichum drummondii,Forb/herb,EFNative,1,PA,"IL, IA, KS, MN, MO, NE, OK, WI, IN, MI, OH, PA, WV, TX, AL, AR, GA, KY, LA, MD, MS, TN",NA,0.00390625,0,1245
1246,Symphyotrichum turbinellum,Symphyotrichum turbinellum,Forb/herb,EFNative,1,RI,"IL, IA, KS, MO, NE, OK, AR, LA",NA,0.00390625,0,1246
1247,Taxus brevifolia,Taxus brevifolia,Tree,EFNonNative,1,ME,"AK, ID, MT, OR, WA, CA",NA,0.00390625,0,1247
1248,Thalia geniculata,Thalia geniculata,Forb/herb,EFNative,1,MA,"FL, LA",NA,0.00390625,0,1248
1249,Thermopsis rhombifolia,Thermopsis rhombifolia,Forb/herb,EFNonNative,1,WV,"CO, MT, WY, ND, NE, SD, NM",NA,0.00390625,0,1249
1250,Tradescantia occidentalis,Tradescantia occidentalis,Forb/herb,EFNative,1,PA,"CO, MT, WY, IA, KS, MN, ND, NE, OK, SD, WI, NJ, NY, AZ, UT, NM, TX, AR, LA",NA,0.00390625,0,1250
1251,Trillium simile,Trillium simile,Forb/herb,EFNative,1,VT,"GA, NC, TN",NA,0.00390625,0,1251
1252,Triosteum perfoliatum,Triosteum perfoliatum,Forb/herb,EFNative,1,RI,"IL, IA, KS, MN, MO, NE, OK, WI, CT, IN, MA, MI, NJ, NY, OH, PA, RI, WV, TX, AL, AR, DE, GA, KY, LA, MD, NC, SC, TN, VA",NA,0.00390625,0,1252
1253,Vaccinium membranaceum,Vaccinium membranaceum,Shrub,EFNative,1,VA,"CO, ID, MT, OR, WA, WY, SD, MI, AZ, CA, UT",NA,0.00390625,0,1253
1254,Vancouveria hexandra,Vancouveria hexandra,Forb/herb,EFNonNative,1,VT,"OR, WA, CA",NA,0.00390625,0,1254
1255,Veratrum virginicum,Veratrum virginicum,Forb/herb,EFNative,1,RI,"IL, IA, KS, MO, OK, IN, NJ, NY, OH, PA, WV, TX, AL, AR, DE, FL, GA, KY, LA, MD, MS, NC, SC, TN, VA",NA,0.00390625,0,1255
1256,Veratrum viride,Veratrum viride,Forb/herb,EFNative,1,WV,"AK, ID, MT, OR, WA, CT, ME, MA, NH, NJ, NY, OH, PA, RI, VT, WV, CA, DE, GA, MD, NC, SC, TN, VA",NA,0.00390625,0,1256
1257,Verbesina helianthoides,Verbesina helianthoides,Forb/herb,EFNative,1,MD,"IL, IA, KS, MO, OK, IN, OH, TX, AL, AR, GA, KY, LA, MS, NC, TN",NA,0.00390625,0,1257
1258,Vernonia baldwinii,Vernonia baldwinii,Forb/herb,EFNative,1,PA,"CO, IL, IA, KS, MO, NE, OK, MI, TX, AR, KY, LA",NA,0.00390625,0,1258
1259,Viola rotundifolia,Viola rotundifolia,Forb/herb,EFNative,1,WV,"CT, ME, MA, NH, NY, OH, PA, RI, VT, WV, DE, GA, KY, MD, NC, SC, TN, VA",NA,0.00390625,0,1259
1260,Zinnia grandiflora,Zinnia grandiflora,Forb/herb,EFNonNative,1,MD,"CO, KS, OK, AZ, NM, TX",NA,0.00390625,0,1260
1261,Gaultheria procumbens,Gaultheria procumbens,Shrub,EFNative,46,"NY, NJ, CT, OH, ME, MD, MA, DE, PA, RI, NH, WV, VT, VA","IL, MN, WI, CT, IN, ME, MA, MI, NH, NJ, NY, OH, PA, RI, VT, WV, AL, DE, GA, KY, MD, NC, SC, TN, VA",NA,0.13671875,0.13253012,1261
1262,Cornus canadensis,Cornus canadensis,Forb/herb,EFNative,22,"ME, MD, OH, NY, DE, VT, NH, RI, VA","AK, CO, ID, MT, WA, WY, IL, IA, MN, ND, SD, WI, CT, IN, ME, MA, MI, NH, NJ, NY, OH, PA, RI, VT, WV, NM, MD, VA",NA,0.06640625,0.060240964,1262
1263,Onoclea struthiopteris,Onoclea struthiopteris,Forb/herb,EFNative,100,"OH, MA, MD, NY, PA, RI, CT, NJ, VA, ME, DE, VT, NH","CT, IL, IN, IA, ME, MD, MA, MI, MN, MO, NE, NH, NJ, NY, ND, OH, PA, RI, SD, VT, VA, WV, WI",NA,0.296875,0.289156627,1263
1264,Abies amabilis,Abies amabilis,Tree,EFNonNative,2,"CT, MA","AK, OR, WA, CA",NA,0.0078125,0,1264
1265,Amelanchier nantucketensis,Amelanchier nantucketensis,Shrub,EFNative,2,"ME, CT","CT, ME, MA, NH, NJ, NY, RI, MD, SC, VA",NA,0.0078125,0,1265
1266,Aquilegia chrysantha,Aquilegia chrysantha,Forb/herb,EFNonNative,2,"CT, VA","CO, AZ, UT, NM, TX",NA,0.0078125,0,1266
1267,Arnica chamissonis,Arnica chamissonis,Forb/herb,EFNonNative,2,"VT, ME","AK, CO, ID, MT, OR, WA, WY, AZ, CA, NV, UT, NM",NA,0.0078125,0,1267
1268,Asclepias perennis,Asclepias perennis,Forb/herb,EFNative,2,"DE, PA","IL, MO, IN, TX, AL, AR, FL, GA, KY, LA, MS, SC, TN",NA,0.0078125,0,1268
1269,Bouteloua dactyloides,Bouteloua dactyloides,Grass,EFNative,2,"PA, VA","CO, MT, WY, IL, IA, KS, MN, MO, ND, NE, OK, SD, AZ, NV, UT, NM, TX, AR, GA, LA, VA",NA,0.0078125,0,1269
1270,Carex aurea,Carex aurea,Grass,EFNative,2,"PA, MD","AK, CO, ID, MT, OR, WA, WY, IL, MN, ND, NE, SD, WI, CT, IN, ME, MA, MI, NH, NY, OH, RI, VT, AZ, CA, NV, UT, NM, TX",NA,0.0078125,0,1270
1271,Carex emoryi,Carex emoryi,Grass,EFNative,2,"PA, OH","CO, WY, IL, IA, KS, MN, MO, ND, NE, OK, SD, WI, CT, IN, MI, NJ, NY, OH, PA, WV, AZ, NM, TX, AR, DE, KY, MD, VA",NA,0.0078125,0,1271
1272,Chilopsis linearis,Chilopsis linearis,Shrub,EFNonNative,2,"CT, PA","AZ, CA, NV, UT, NM, TX",NA,0.0078125,0,1272
1273,Cyperus haspan,Cyperus haspan,Grass,EFNative,2,MA,"TX, AL, FL, GA, LA, MD, MS, NC, SC, TN, VA",NA,0.0078125,0,1273
1274,Echinacea simulata,Echinacea simulata,Forb/herb,EFNative,2,"PA, MD","IL, MO, AR, GA, KY, TN",NA,0.0078125,0,1274
1275,Eragrostis trichodes,Eragrostis trichodes,Grass,EFNative,2,"RI, MA","CO, WY, IL, IA, KS, MN, MO, NE, OK, SD, WI, IN, MI, NY, OH, NM, TX, AL, AR, LA, MS, TN, VA",NA,0.0078125,0,1275
1276,Gomphrena haageana,Gomphrena haageana,Forb/herb,EFNonNative,2,"ME, VT","NM, TX",NA,0.0078125,0,1276
1277,Hesperocyparis glabra,Hesperocyparis glabra,Tree,EFNonNative,2,"DE, NY",AZ,NA,0.0078125,0,1277
1278,Heuchera richardsonii,Heuchera richardsonii,Forb/herb,EFNative,2,"PA, MA","CO, MT, WY, IL, IA, KS, MN, MO, ND, NE, OK, SD, WI, IN, MI",NA,0.0078125,0,1278
1279,Milium effusum,Milium effusum,Grass,EFNative,2,"RI, PA","IL, IA, MN, SD, WI, CT, IN, ME, MA, MI, NH, NJ, NY, OH, PA, VT, WV, MD, NC, TN, VA",NA,0.0078125,0,1279
1280,Monarda citriodora,Monarda citriodora,Forb/herb,EFNative,2,"MA, NH","KS, MO, OK, AZ, UT, NM, TX, AL, AR, TN",NA,0.0078125,0,1280
1281,Muhlenbergia lindheimeri,Muhlenbergia lindheimeri,Grass,EFNonNative,2,"PA, NJ",TX,NA,0.0078125,0,1281
1282,Phlox amplifolia,Phlox amplifolia,Forb/herb,EFNative,2,"OH, ME","MO, IN, AL, AR, GA, KY, MD, MS, NC, TN, VA",NA,0.0078125,0,1282
1283,Phytolacca americana,Phytolacca americana,Forb/herb,EFNative,2,"ME, PA","OR, IL, IA, KS, MN, MO, NE, OK, WI, CT, IN, ME, MA, MI, NH, NJ, NY, OH, PA, RI, VT, WV, AZ, CA, NM, TX, AL, AR, DE, FL, GA, KY, LA, MD, MS, NC, SC, TN, VA",NA,0.0078125,0,1283
1284,Pieris floribunda,Pieris floribunda,Shrub,EFNative,2,"MA, CT","WV, GA, NC, TN, VA",NA,0.0078125,0,1284
1285,Polemonium carneum,Polemonium carneum,Forb/herb,EFNonNative,2,PA,"OR, WA, CA",NA,0.0078125,0,1285
1286,Prosartes lanuginosa,Prosartes lanuginosa,Forb/herb,EFNative,2,"WV, VT","NY, OH, PA, WV, AL, AR, GA, KY, MD, NC, SC, TN, VA",NA,0.0078125,0,1286
1287,Pycnanthemum curvipes,Pycnanthemum curvipes,Forb/herb,EFNative,2,"PA, MA","AL, NC, TN",NA,0.0078125,0,1287
1288,Rubus ursinus,Rubus ursinus,Shrub,EFNonNative,2,"NJ, MA","ID, MT, OR, WA, CA",NA,0.0078125,0,1288
1289,Rudbeckia occidentalis,Rudbeckia occidentalis,Forb/herb,EFNonNative,2,"VA, VT","ID, MT, OR, WA, WY, CA, NV, UT",NA,0.0078125,0,1289
1290,Scolochloa festucacea,Scolochloa festucacea,Grass,EFNative,2,"KY, CT","AK, ID, MT, OR, WY, IA, KS, MN, ND, NE, SD",NA,0.0078125,0,1290
1291,Sidalcea malviflora,Sidalcea malviflora,Forb/herb,EFNonNative,2,"ME, VT","OR, CA",NA,0.0078125,0,1291
1292,Silphium mohrii,Silphium mohrii,Forb/herb,EFNative,2,"MD, RI","AL, GA, TN",NA,0.0078125,0,1292
1293,Tsuga mertensiana,Tsuga mertensiana,Tree,EFNonNative,2,"VT, MA","AK, ID, MT, OR, WA, CA, NV",NA,0.0078125,0,1293
1294,Taxodium distichum,Taxodium distichum,Tree,EFNative,96,"OH, MD, KY, NJ, MA, NY, PA, VA, CT, DE, RI, VT, ME, NH","IL, MO, OK, IN, NY, TX, AL, AR, DE, FL, GA, KY, LA, MD, MS, NC, SC, TN, VA",NA,0.28515625,0.277108434,1294
1295,Itea virginica,Itea virginica,Shrub,EFNative,121,"OH, MD, KY, NY, NJ, MA, VT, PA, CT, ME, RI, VA, DE, NH, WV","IL, MO, OK, IN, NJ, PA, WV, TX, AL, AR, DE, FL, GA, KY, LA, MD, MS, NC, SC, TN, VA",NA,0.359375,0.34939759,1295
1296,Aesculus glabra,Aesculus glabra,Tree,EFNative,23,"OH, MD, NY, ME, PA, MA, VT, NJ","IL, IA, KS, MN, MO, NE, OK, WI, IN, ME, MI, NH, NJ, NY, OH, PA, WV, TX, AL, AR, GA, KY, MD, MS, TN",NA,0.0703125,0.060240964,1296
1297,Myrica gale,Myrica gale,Shrub,EFNative,19,"MA, CT, ME, DE, PA, NH, VT","AK, OR, WA, MN, WI, CT, ME, MA, MI, NH, NJ, NY, OH, PA, RI, VT, NC",NA,0.05859375,0.048192771,1297
1298,Viola labradorica,Viola labradorica,Forb/herb,EFNative,19,"NY, ME, VT, DE, VA, NH, MA, PA, CT, NJ","CO, IL, MN, ND, WI, CT, IN, ME, MA, MI, NH, NJ, NY, OH, PA, RI, VT, WV, AL, DE, GA, KY, MD, NC, SC, TN, VA",NA,0.05859375,0.048192771,1298
1299,Amsonia illustris,Amsonia illustris,Forb/herb,EFNative,15,"MD, NJ, VA, ME, PA, DE, NH, VT, MA","IA, KS, MO, NV, TX",NA,0.046875,0.036144578,1299
1300,Camassia leichtlinii,Camassia leichtlinii,Forb/herb,EFNonNative,7,"RI, ME, PA, VA, VT","OR, WA, CA",NA,0.0234375,0.012048193,1300
1301,Rhododendron groenlandicum,Rhododendron groenlandicum,Shrub,EFNative,7,"RI, DE, ME, NH, PA, MA","AK, ID, OR, WA, MN, WI, CT, ME, MA, MI, NH, NY, PA, VT",NA,0.0234375,0.012048193,1301
1302,Trollius laxus,Trollius laxus,Forb/herb,EFNative,7,"PA, ME, VT, NH","CO, ID, MT, WA, WY, CT, NJ, NY, OH, PA, UT, DE",NA,0.0234375,0.012048193,1302
1303,Actaea rubifolia,Actaea rubifolia,Forb/herb,EFNative,3,"DE, NH, ME","IL, IN, AL, KY, TN, VA",NA,0.01171875,0,1303
1304,Bouvardia ternifolia,Bouvardia ternifolia,Shrub,EFNonNative,3,"MA, NY","AZ, NM, TX",NA,0.01171875,0,1304
1305,Camassia quamash,Camassia quamash,Forb/herb,EFNonNative,3,"ME, NY, VT","ID, MT, OR, WA, WY, CA, NV, UT",NA,0.01171875,0,1305
1306,Catalpa bignonioides,Catalpa bignonioides,Tree,EFNative,3,"OH, CT","VT, TX, AL, FL, GA, LA, MS",NA,0.01171875,0,1306
1307,Cornus nuttallii,Cornus nuttallii,Tree,EFNonNative,3,"CT, VA, VT","ID, OR, WA, CA",NA,0.01171875,0,1307
1308,Crataegus punctata,Crataegus punctata,Shrub,EFNative,3,"OH, NH","MT, IL, IA, MN, MO, WI, CT, ME, MA, MI, NH, NJ, NY, OH, PA, RI, VT, WV, KY, NC, TN, VA",NA,0.01171875,0,1308
1309,Eschscholzia californica,Eschscholzia californica,Forb/herb,EFNonNative,3,"VT, NH","OR, WA, AZ, CA, NV, UT, NM, TX",NA,0.01171875,0,1309
1310,Hesperocyparis macrocarpa,Hesperocyparis macrocarpa,Tree,EFNonNative,3,"MA, DE, ME",CA,NA,0.01171875,0,1310
1311,Isolepis cernua,Isolepis cernua,Grass,EFNonNative,3,NY,"OR, WA, CA, TX",NA,0.01171875,0,1311
1312,Magnolia grandiflora,Magnolia grandiflora,Tree,EFNative,3,"NJ, VA","TX, AL, AR, FL, GA, LA, MS, NC, SC",NA,0.01171875,0,1312
1313,Melampodium divaricatum,Melampodium divaricatum,Forb/herb,EFNative,3,"VT, MA, PA",FL,NA,0.01171875,0,1313
1314,Penstemon pinifolius,Penstemon pinifolius,Forb/herb,EFNonNative,3,"MD, VA, VT","AZ, NM",NA,0.01171875,0,1314
1315,Picea sitchensis,Picea sitchensis,Tree,EFNonNative,3,"DE, MD, MA","AK, OR, WA, CA",NA,0.01171875,0,1315
1316,Pinus longaeva,Pinus longaeva,Tree,EFNonNative,3,"MA, ME, DE","CA, NV, UT",NA,0.01171875,0,1316
1317,Pinus ponderosa,Pinus ponderosa,Tree,EFNonNative,3,"PA, VT","CO, ID, MT, OR, WA, WY, ND, NE, OK, SD, AZ, CA, NV, UT, NM, TX",NA,0.01171875,0,1317
1318,Pistia stratiotes,Pistia stratiotes,Forb/herb,EFNative,3,"MA, OH","TX, FL, LA, MS","AL, MS, OH, SC, TX, WI",0.01171875,0,1318
1319,Polystichum braunii,Polystichum braunii,Forb/herb,EFNative,3,"NY, NJ","AK, ID, MN, WI, CT, ME, MA, MI, NH, NY, PA, VT",NA,0.01171875,0,1319
1320,Prosartes maculata,Prosartes maculata,Forb/herb,EFNative,3,"CT, VT, WV","MI, OH, WV, AL, GA, KY, NC, TN, VA",NA,0.01171875,0,1320
1321,Salvia apiana,Salvia apiana,Shrub,EFNonNative,3,"MD, ME, NH",CA,NA,0.01171875,0,1321
1322,Sequoiadendron giganteum,Sequoiadendron giganteum,Tree,EFNonNative,3,"DE, PA, MA",CA,NA,0.01171875,0,1322
1323,Sporobolus wrightii,Sporobolus wrightii,Grass,EFNative,3,"NJ, PA","OK, AZ, CA, UT, NM, TX, SC",NA,0.01171875,0,1323
1324,Thymophylla tenuiloba,Thymophylla tenuiloba,Forb/herb,EFNative,3,"MA, NJ, NH","TX, AL, FL, LA, MS, SC",NA,0.01171875,0,1324
1325,Tsuga caroliniana,Tsuga caroliniana,Tree,EFNative,3,"ME, DE, MA","GA, NC, SC, TN, VA",NA,0.01171875,0,1325
1326,Ulmus alata,Ulmus alata,Tree,EFNative,3,"VA, OH, DE","IL, KS, MO, OK, IN, OH, TX, AL, AR, FL, GA, KY, LA, MS, NC, SC, TN, VA",NA,0.01171875,0,1326
1327,Vernonia arkansana,Vernonia arkansana,Forb/herb,EFNative,3,"RI, CT, VT","KS, MO, OK, AR",NA,0.01171875,0,1327
1328,Bouteloua gracilis,Bouteloua gracilis,Grass,EFNative,36,"OH, KY, MD, PA, MA, RI, NJ, DE, CT, VT, NH, VA, ME","CO, ID, MT, WY, IL, IA, KS, MN, MO, ND, NE, OK, SD, WI, MI, OH, AZ, CA, NV, UT, NM, TX",NA,0.109375,0.096385542,1328
1329,Catalpa speciosa,Catalpa speciosa,Tree,EFNative,36,"OH, MD, KY, NJ, MA, VA, VT, ME, DE, PA, NH","IL, IA, KS, MO, ND, NE, OK, SD, CT, IN, MA, MI, NH, NY, OH, PA, VT, WV, UT, NM, TX, AL, AR, GA, KY, LA, MS, NC, SC, TN, VA",NA,0.109375,0.096385542,1329
1330,Juniperus virginiana,Juniperus virginiana,Tree,EFNative,122,"OH, DE, MD, KY, NJ, PA, MA, NY, VA, CT, RI, ME, VT, NH","CO, IL, IA, KS, MN, MO, ND, NE, OK, SD, WI, CT, IN, ME, MA, MI, NH, NJ, NY, OH, PA, RI, VT, WV, TX, AL, AR, DE, FL, GA, KY, LA, MD, MS, NC, SC, TN, VA",NA,0.36328125,0.34939759,1330
1331,Diervilla sessilifolia,Diervilla sessilifolia,Shrub,EFNative,20,"OH, KY, NJ, CT, PA, ME, VA, MD, MA","AL, GA, NC, SC, TN",NA,0.0625,0.048192771,1331
1332,Coreopsis palustris,Coreopsis palustris,Forb/herb,EFNative,12,"MD, PA, VA, CT, OH, DE",NC,NA,0.0390625,0.024096386,1332
1333,Liquidambar styraciflua,Liquidambar styraciflua,Tree,EFNative,106,"OH, MD, KY, NY, NJ, MA, RI, PA, VA, CT, DE, ME, NH, VT","IL, MO, OK, CT, IN, PA, WV, TX, AL, AR, FL, GA, KY, LA, MD, MS, NC, SC, TN",NA,0.31640625,0.301204819,1333
1334,Anemone cylindrica,Anemone cylindrica,Forb/herb,EFNative,4,"PA, VA, MA, CT","CO, ID, MT, WY, IL, IA, KS, MN, MO, ND, NE, SD, WI, CT, IN, ME, MA, MI, NH, NJ, NY, OH, PA, RI, VT, AZ, NM",NA,0.015625,0,1334
1335,Calocedrus decurrens,Calocedrus decurrens,Tree,EFNonNative,4,"CT, OH, PA, MA","OR, CA",NA,0.015625,0,1335
1336,Duranta erecta,Duranta erecta,Shrub,EFNative,4,"PA, ME, NJ",FL,NA,0.015625,0,1336
1337,Eustoma russellianum,Eustoma russellianum,Forb/herb,EFNative,4,"MA, ME, PA, RI","CO, MT, WY, KS, NE, OK, SD, NM, TX, AR, LA",NA,0.015625,0,1337
1338,Halesia diptera,Halesia diptera,Shrub,EFNative,4,"NJ, VA, DE, MD","TX, AL, AR, FL, GA, LA, MS, SC",NA,0.015625,0,1338
1339,Paxistima canbyi,Paxistima canbyi,Shrub,EFNative,4,"CT, ME, DE","OH, PA, WV, KY, MD, NC, TN, VA",NA,0.015625,0,1339
1340,Phlox drummondii,Phlox drummondii,Forb/herb,EFNative,4,"MA, VT, PA","MN, MO, OK, CT, MI, VT, TX, AL, AR, FL, GA, LA, MD, MS, NC, SC, VA",NA,0.015625,0,1340
1341,Picea breweriana,Picea breweriana,Tree,EFNonNative,4,"MA, MD, VT","OR, CA",NA,0.015625,0,1341
1342,Quercus macrocarpa,Quercus macrocarpa,Shrub,EFNative,66,"OH, MD, KY, NJ, MA, PA, VA, NY, VT, NH, DE, ME, CT","MT, WY, IL, IA, KS, MN, MO, ND, NE, OK, SD, WI, CT, IN, ME, MA, MI, NY, OH, PA, VT, WV, TX, AL, AR, KY, LA, MD, TN, VA",NA,0.19921875,0.180722892,1342
1343,Carya laciniosa,Carya laciniosa,Tree,EFNative,13,"NJ, OH, DE, PA, ME, MD","IL, IA, KS, MO, OK, IN, MI, NY, OH, PA, WV, TX, AL, AR, DE, GA, KY, MD, MS, NC, SC, TN, VA",NA,0.04296875,0.024096386,1343
1344,Clematis texensis,Clematis texensis,Vine,EFNonNative,9,"NY, MD, PA, VT, CT",TX,NA,0.03125,0.012048193,1344
1345,Coreopsis pubescens,Coreopsis pubescens,Forb/herb,EFNative,9,"MA, PA, DE, MD, ME, OH","IL, KS, MO, OK, CT, MA, WV, TX, AL, AR, FL, GA, KY, LA, MS, NC, SC, TN, VA",NA,0.03125,0.012048193,1345
1346,Campsis radicans,Campsis radicans,Vine,EFNative,54,"KY, NY, NJ, PA, MA, RI, CT, MD, ME, DE, VA, NH, OH, VT","IL, IA, KS, MO, ND, NE, OK, SD, WI, CT, IN, ME, NH, NJ, NY, OH, PA, WV, UT, TX, AL, AR, DE, FL, GA, KY, LA, MD, MS, NC, SC, TN, VA",NA,0.1640625,0.144578313,1346
1347,Agastache rupestris,Agastache rupestris,Forb/herb,EFNonNative,5,"VA, DE, MA, ME","AZ, NM",NA,0.01953125,0,1347
1348,Amsonia ciliata,Amsonia ciliata,Forb/herb,EFNative,5,"ME, PA, DE, VA, VT","MO, OK, TX, AL, AR, FL, GA, NC, SC",NA,0.01953125,0,1348
1349,Anemone multifida,Anemone multifida,Forb/herb,EFNative,5,"VT, ME, NH","AK, CO, ID, MT, OR, WA, WY, MN, ND, NE, SD, WI, ME, MI, NY, VT, AZ, CA, NV, UT, NM",NA,0.01953125,0,1349
1350,Arabis blepharophylla,Arabis blepharophylla,Forb/herb,EFNonNative,5,"PA, MA, ME, VT",CA,NA,0.01953125,0,1350
1351,Arabis caucasica,Arabis caucasica,Forb/herb,EFNative,5,"PA, MA, ME","ME, NY, VA, KY, TN, MI, WI",NA,0.01953125,0,1351
1352,Ipomoea alba,Ipomoea alba,Forb/herb,EFNative,5,"MA, WV, NJ, VT",FL,GA,0.01953125,0,1352
1353,Oenothera tetragona,Oenothera tetragona,Forb/herb,EFNative,5,"MA, PA, ME","IL, MO, CT, IN, ME, MA, MI, NH, NJ, NY, OH, PA, RI, WV, AL, DE, GA, KY, LA, MD, NC, SC, TN, VA",NA,0.01953125,0,1353
1354,Potentilla neumanniana,Potentilla neumanniana,Forb/herb,EFNative,5,"NY, PA, MD, VA","MA, CT",NA,0.01953125,0,1354
1355,Rudbeckia speciosa,Rudbeckia speciosa,Forb/herb,EFNative,5,"NY, MD, NJ, PA","IL, MO, WI, CT, MA, MI, NJ, NY, OH, PA, WV, AL, AR, DE, GA, KY, VA",NA,0.01953125,0,1355
1356,Betula papyrifera,Betula papyrifera,Tree,EFNative,42,"OH, MA, NJ, PA, RI, NY, VT, CT, ME, DE, MD, NH","AK, CO, ID, MT, OR, WA, WY, IL, IA, MN, ND, NE, SD, WI, CT, IN, ME, MA, MI, NH, NJ, NY, OH, PA, RI, VT, WV, VA",NA,0.12890625,0.108433735,1356
