"","Name_submitted","Accepted_name","Common.Name","Butterflies.and.Moths.Supported","Attracts.Wildlife","Plant.Type","Form","Height","Width","Growth.Rate","Seasonality","Flower.Color","Flowering.Season","Fragrance","Sun","Soil.Drainage","Water.Requirement","Summer.Irrigation","Ease.of.Care","Nursery.Availability","Companions","Special.Uses","Communities..simplified.","Communities","Hardiness","Sunset.Zones","Soil","Soil.Texture","Soil.pH","Soil.Toxicity","Mulch","Site.Type","Elevation..min.","Elevation..max.","Rainfall..min.","Rainfall..max.","Tips","Pests","Propagation","Height..min.","Height..max.","Width..min.","Width..max.","Other.Names","Alternative.Common.Names","Obsolete.Names","Rarity","Is.Cultivar","Jepson.Link","Plant.Url","QR.Codes..change.number.to.change.image.size.in.pixels."
"2203","Clarkia dudleyana","Clarkia dudleyana","Dudley's Clarkia",4,"Bees, Butterflies, Hummingbirds, Caterpillars","Annual herb","","2 ft","","","","Pink, Purple, Lavender, Red","","","","","","","","Never or Almost Never Available","","","Chaparral, Coastal Scrub, Forest, Woodland","Chaparral, Foothill Woodland, Northern Coastal Scrub, Yellow Pine Forest","","","","","","","","",NA,NA,6.41,61.72,"","","",24,24,NA,NA,"","Dudley's Fairyfan","","","N","https://ucjeps.berkeley.edu/eflora/eflora_display.php?name=Clarkia+dudleyana","https://calscape.org/Clarkia-dudleyana-%28Dudley%27s-Clarkia%29","https://calscape.org/storage/app/media/qr/Clarkia-dudleyana-%28Dudley%27s-Clarkia%29.png"
"2204","Clarkia epilobioides","Clarkia epilobioides","Canyon Clarkia",5,"Bees, Butterflies, Caterpillars","Annual herb","Upright","1 - 2 ft","","","","White, Red","","","","","","","","Never or Almost Never Available","","","Chaparral, Coastal Scrub, Woodland","Chaparral, Northern Coastal Scrub, Southern Oak Woodland","","","","","","","","Shaded habitat in woodland and chaparral",NA,NA,3.98,57.27,"","","",12,24,NA,NA,"","Canyon Fairyfan","","","N","https://ucjeps.berkeley.edu/eflora/eflora_display.php?name=Clarkia+epilobioides","https://calscape.org/Clarkia-epilobioides-%28Canyon-Clarkia%29","https://calscape.org/storage/app/media/qr/Clarkia-epilobioides-%28Canyon-Clarkia%29.png"
"2205","Clarkia exilis","Clarkia exilis","Slender Clarkia",4,"Bees, Butterflies, Caterpillars","Annual herb","","2 ft","","","","Pink","","","","","","","","Never or Almost Never Available","","","","","","","","","","","","",NA,NA,6.32,37.14,"","","",24,24,NA,NA,"","Kern River Fairyfan,Kern River Clarkia","","","N","https://ucjeps.berkeley.edu/eflora/eflora_display.php?name=Clarkia+exilis","https://calscape.org/Clarkia-exilis-%28Slender-Clarkia%29","https://calscape.org/storage/app/media/qr/Clarkia-exilis-%28Slender-Clarkia%29.png"
"2206","Clarkia franciscana","Clarkia franciscana","Presidio Clarkia",4,"Bees, Butterflies, Caterpillars","Annual herb","","1 ft","","","","Pink","","","","","","","","Never or Almost Never Available","","","","","","","","","","","","",NA,NA,21.09,45.98,"","","",12,12,NA,NA,"","Presidio Fairyfan","","","N","https://ucjeps.berkeley.edu/eflora/eflora_display.php?name=Clarkia+franciscana","https://calscape.org/Clarkia-franciscana-%28Presidio-Clarkia%29","https://calscape.org/storage/app/media/qr/Clarkia-franciscana-%28Presidio-Clarkia%29.png"
"2207","Clarkia gracilis","Clarkia gracilis","Farewell To Spring",5,"Bees, Butterflies, Caterpillars","Annual herb","Upright","2 - 3 ft","","Fast","","Purple, Pink, White, Lavender, Red","Spring","","Full Sun","","","","","Never or Almost Never Available","","","Forest, Woodland","Foothill Woodland, Mixed Evergreen Forest, Yellow Pine Forest","","","Prefers sandy or loamy soils.  Does not grow well in clay soils.","","","","","Open dry places",2,7016,9.46,160.97,"Plant in sandy or loamy soils that are at least 8 inches deep, with a pH of 6.4-8.5. It is intolerant of anaerobic soils, moderately tolerant of calcareous soils, and requires only moderately fertile soils. Clarkia gracilis is extremely drought tolerant. It requires a minimum of 12 inches of water per year, and a maximum of 24 inches of water per year once established. It is moderately tolerant of shade. Prefers sun.","","",24,36,NA,NA,"Clarkia, Gracilis | Farewell To Spring, Gracilis","Clarkia,Farewelltospring,Graceful Clarkia,Slender Clarkia","","","N","https://ucjeps.berkeley.edu/eflora/eflora_display.php?name=Clarkia+gracilis","https://calscape.org/Clarkia-gracilis-%28Farewell-To-Spring%29","https://calscape.org/storage/app/media/qr/Clarkia-gracilis-%28Farewell-To-Spring%29.png"
"2208","Clarkia gracilis ssp. albicaulis","Clarkia gracilis subsp. albicaulis","Whitestem Clarkia",4,"Bees, Butterflies, Caterpillars","Annual herb","","3 ft","","","","Pink","","","Full Sun","","","","","Never or Almost Never Available","","","Chaparral, Woodland","Chaparral, Foothill Woodland","","","","","","","","Open, dry places,",32,1666,18.7,88.43,"Prefers sun.","","",36,36,NA,NA,"Clarkia, Whitestem | Farewell To Spring, Whitestem","White-stemmed Clarkia,Slender Fairyfan","","Rare","N","https://ucjeps.berkeley.edu/eflora/eflora_display.php?name=Clarkia+gracilis+subsp.+albicaulis","https://calscape.org/Clarkia-gracilis-ssp.-albicaulis-%28Whitestem-Clarkia%29","https://calscape.org/storage/app/media/qr/Clarkia-gracilis-ssp.-albicaulis-%28Whitestem-Clarkia%29.png"
"2209","Clarkia gracilis ssp. gracilis","Clarkia gracilis subsp. gracilis","Slender Clarkia",5,"Bees, Butterflies, Caterpillars","Annual herb","","3 ft","","","","Pink","","","Full Sun","","","","","Never or Almost Never Available","","","","","","","","","","","","Open dry places",0,2139,9.46,154.74,"Requires fast draining soil. Prefers sun.","","",36,36,NA,NA,"Clarkia, Slender | Farewell To Spring, Slender","Graceful Clarkia","","","N","https://ucjeps.berkeley.edu/eflora/eflora_display.php?name=Clarkia+gracilis+subsp.+gracilis","https://calscape.org/Clarkia-gracilis-ssp.-gracilis-%28Slender-Clarkia%29","https://calscape.org/storage/app/media/qr/Clarkia-gracilis-ssp.-gracilis-%28Slender-Clarkia%29.png"
"2210","Clarkia gracilis ssp. sonomensis","Clarkia gracilis subsp. sonomensis","Sonoma Fairfan",5,"Bees, Butterflies, Caterpillars","Annual herb","","","","","","Pink","","","","","","","","Never or Almost Never Available","","","","","","","","","","","","",NA,NA,21.22,74.66,"","","",NA,NA,NA,NA,"","","","","N","https://ucjeps.berkeley.edu/eflora/eflora_display.php?name=Clarkia+gracilis+subsp.+sonomensis","https://calscape.org/Clarkia-gracilis-ssp.-sonomensis-%28Sonoma-Fairfan%29","https://calscape.org/storage/app/media/qr/Clarkia-gracilis-ssp.-sonomensis-%28Sonoma-Fairfan%29.png"
"2211","Clarkia gracilis ssp. tracyi","Clarkia gracilis subsp. tracyi","Tracy's Clarkia",4,"Bees, Butterflies, Caterpillars","Annual herb","","","","","","Pink","","","","","","","","Never or Almost Never Available","","","","","","","","","","","","",NA,NA,18.7,121.33,"","","",NA,NA,NA,NA,"","","","","N","https://ucjeps.berkeley.edu/eflora/eflora_display.php?name=Clarkia+gracilis+subsp.+tracyi","https://calscape.org/Clarkia-gracilis-ssp.-tracyi-%28Tracy%27s-Clarkia%29","https://calscape.org/storage/app/media/qr/Clarkia-gracilis-ssp.-tracyi-%28Tracy%27s-Clarkia%29.png"
"2212","Clarkia heterandra","Clarkia heterandra","Mountain Clarkia",5,"Bees, Butterflies, Caterpillars","Annual herb","","2 ft","","","","Pink","","","","","","","","Never or Almost Never Available","","","Chaparral, Forest, Woodland","Chaparral, Foothill Woodland, Yellow Pine Forest","","","","","","","","",NA,NA,5.9,60.43,"","","",24,24,NA,NA,"","California Gaura,Heterogaura","","","N","https://ucjeps.berkeley.edu/eflora/eflora_display.php?name=Clarkia+heterandra","https://calscape.org/Clarkia-heterandra-%28Mountain-Clarkia%29","https://calscape.org/storage/app/media/qr/Clarkia-heterandra-%28Mountain-Clarkia%29.png"
"2213","Clarkia imbricata","Clarkia imbricata","Vine Hill Clarkia",2,"Bees, Butterflies, Caterpillars","Annual herb","","1 - 2 ft","","","","Pink, Lavender","","","Full Sun","","","","","Never or Almost Never Available","","","Chaparral","Chaparral","","","","","","","","Open places",67,127,29.73,74.66,"Prefers sun.","","",12,24,NA,NA,"Clarkia, Vine Hill | Farewell To Spring, Vine Hill","","","Rare","N","https://ucjeps.berkeley.edu/eflora/eflora_display.php?name=Clarkia+imbricata","https://calscape.org/Clarkia-imbricata-%28Vine-Hill-Clarkia%29","https://calscape.org/storage/app/media/qr/Clarkia-imbricata-%28Vine-Hill-Clarkia%29.png"
"2214","Clarkia jolonensis","Clarkia jolonensis","Jolon Clarkia",5,"Butterflies, Caterpillars","Annual herb","","2 ft","","","","Pink, Lavender, Red","","","","","","","","Never or Almost Never Available","","","","","","","","","","","","",NA,NA,11.12,51.11,"","","",24,24,NA,NA,"","","","","N","https://ucjeps.berkeley.edu/eflora/eflora_display.php?name=Clarkia+jolonensis","https://calscape.org/Clarkia-jolonensis-%28Jolon-Clarkia%29","https://calscape.org/storage/app/media/qr/Clarkia-jolonensis-%28Jolon-Clarkia%29.png"
"2215","Clarkia lassenensis","Clarkia lassenensis","Lassen Clarkia",4,"Bees, Butterflies, Caterpillars","Annual herb","","3 ft","","","","Pink, Lavender, Red","","","","","","","","Never or Almost Never Available","","","Chaparral, Desert, Forest","Chaparral, Red Fir Forest, Sagebrush Scrub, Yellow Pine Forest","","","","","","","","",NA,NA,6.27,110.17,"","","",36,36,NA,NA,"","Lassen Godetia,Mt. Lassen Fairyfan,Mt. Lassen Clarkia","","","N","https://ucjeps.berkeley.edu/eflora/eflora_display.php?name=Clarkia+lassenensis","https://calscape.org/Clarkia-lassenensis-%28Lassen-Clarkia%29","https://calscape.org/storage/app/media/qr/Clarkia-lassenensis-%28Lassen-Clarkia%29.png"
"2216","Clarkia lewisii","Clarkia lewisii","Lewis' Clarkia",5,"Bees, Butterflies, Caterpillars","Annual herb","","2 ft","","","","Pink, Purple, Lavender","","","Full Sun, Partial Shade, Deep Shade","","","","","Never or Almost Never Available","","","Chaparral, Coastal Scrub, Woodland","Chaparral, Foothill Woodland, Northern Coastal Scrub","","7, 14, 15, 16, 17*, 19, 20, 21, 22*, 23*, 24*","","","","","","",85,5042,8.43,57.27,"","","",24,24,NA,NA,"Clarkia, Lewis' | Farewell To Spring, Lewis'","","","Rare","N","https://ucjeps.berkeley.edu/eflora/eflora_display.php?name=Clarkia+lewisii","https://calscape.org/Clarkia-lewisii-%28Lewis%27-Clarkia%29","https://calscape.org/storage/app/media/qr/Clarkia-lewisii-%28Lewis%27-Clarkia%29.png"
"2217","Clarkia lingulata","Clarkia lingulata","Merced Clarkia",3,"Bees, Butterflies, Caterpillars","Annual herb","","2 ft","","","","Pink, Lavender, Red","","","","","","","","Never or Almost Never Available","","","","","","","","","","","","",NA,NA,18.87,40.99,"","","",24,24,NA,NA,"","Merced Fairyfan","","","N","https://ucjeps.berkeley.edu/eflora/eflora_display.php?name=Clarkia+lingulata","https://calscape.org/Clarkia-lingulata-%28Merced-Clarkia%29","https://calscape.org/storage/app/media/qr/Clarkia-lingulata-%28Merced-Clarkia%29.png"
"2218","Clarkia mildrediae","Clarkia mildrediae","Mildred's Clarkia",4,"Bees, Butterflies, Caterpillars","Annual herb","","2 ft","","","","Pink, Purple, Lavender, Red","","","Full Sun, Partial Shade","","","","","Never or Almost Never Available","","","Forest","Yellow Pine Forest","","","","","","","","",NA,NA,NA,NA,"","","",24,24,NA,NA,"","","","","N","https://ucjeps.berkeley.edu/eflora/eflora_display.php?name=Clarkia+mildrediae","https://calscape.org/Clarkia-mildrediae-%28Mildred%27s-Clarkia%29","https://calscape.org/storage/app/media/qr/Clarkia-mildrediae-%28Mildred%27s-Clarkia%29.png"
"2219","Clarkia mildrediae ssp. lutescens","Clarkia mildrediae subsp. lutescens","Golden-anthered Clarkia",4,"Bees, Butterflies, Caterpillars","Annual herb","","","","","","Pink","","","","","","","","Never or Almost Never Available","","","","","","","","","","","","",NA,NA,31.22,95.64,"","","",NA,NA,NA,NA,"","","","","N","https://ucjeps.berkeley.edu/eflora/eflora_display.php?name=Clarkia+mildrediae+subsp.+lutescens","https://calscape.org/Clarkia-mildrediae-ssp.-lutescens-%28Golden-anthered-Clarkia%29","https://calscape.org/storage/app/media/qr/Clarkia-mildrediae-ssp.-lutescens-%28Golden-anthered-Clarkia%29.png"
"2220","Clarkia mildrediae ssp. mildrediae","Clarkia mildrediae subsp. mildrediae","Mildred's Clarkia",4,"Bees, Butterflies, Caterpillars","Annual herb","","","","","","Pink","","","","","","","","Never or Almost Never Available","","","","","","","","","","","","",NA,NA,20.99,96.63,"","","",NA,NA,NA,NA,"","","","","N","https://ucjeps.berkeley.edu/eflora/eflora_display.php?name=Clarkia+mildrediae+subsp.+mildrediae","https://calscape.org/Clarkia-mildrediae-ssp.-mildrediae-%28Mildred%27s-Clarkia%29","https://calscape.org/storage/app/media/qr/Clarkia-mildrediae-ssp.-mildrediae-%28Mildred%27s-Clarkia%29.png"
"2221","Clarkia modesta","Clarkia modesta","Waltham Creek Clarkia",5,"Bees, Butterflies, Caterpillars","Annual herb","","2 ft","","","","Pink","","","","","","","","Never or Almost Never Available","","","Woodland","Foothill Woodland","","","","","","","","",NA,NA,7.4,88.23,"","","",24,24,NA,NA,"","","","","N","https://ucjeps.berkeley.edu/eflora/eflora_display.php?name=Clarkia+modesta","https://calscape.org/Clarkia-modesta-%28Waltham-Creek-Clarkia%29","https://calscape.org/storage/app/media/qr/Clarkia-modesta-%28Waltham-Creek-Clarkia%29.png"
"2222","Clarkia mosquinii","Clarkia mosquinii","Mosquin's Clarkia",3,"Bees, Butterflies, Caterpillars","Annual herb","","2 ft","","","","Pink, Purple","","","","","","","","Never or Almost Never Available","","","","","","","","","","","","",NA,NA,30.12,93.91,"","","",24,24,NA,NA,"","","","","N","https://ucjeps.berkeley.edu/eflora/eflora_display.php?name=Clarkia+mosquinii","https://calscape.org/Clarkia-mosquinii-%28Mosquin%27s-Clarkia%29","https://calscape.org/storage/app/media/qr/Clarkia-mosquinii-%28Mosquin%27s-Clarkia%29.png"
"2223","Clarkia prostrata","Clarkia prostrata","Prostrate Clarkia",5,"Bees, Butterflies, Caterpillars","Annual herb","","2 ft","","","","Pink, Yellow, Lavender","","","","","","","","Never or Almost Never Available","","","Forest, Grassland","Closed-cone Pine Forest, Valley Grassland","","","","","","","","",NA,NA,13.71,46.08,"","","",24,24,NA,NA,"","","","","N","https://ucjeps.berkeley.edu/eflora/eflora_display.php?name=Clarkia+prostrata","https://calscape.org/Clarkia-prostrata-%28Prostrate-Clarkia%29","https://calscape.org/storage/app/media/qr/Clarkia-prostrata-%28Prostrate-Clarkia%29.png"
"2224","Clarkia purpurea","Clarkia purpurea","Purple Clarkia",5,"Bats, Bees, Butterflies, Caterpillars","Annual herb","","3 ft","1 ft","","","Lavender, Pink, Purple, Red","Spring, Summer","","Full Sun","Fast, Medium, Slow","Low","Max 2x / month once established","Moderate","Commonly Available","Use with other annuals or perennial herbs such as California Poppy (Eschscholzia californica), Lupine (<a href=""/search/?plant=Lupinus%20(Genus)"">Lupinus spp.</a>), and Tidy Tips (Layia platyglossa).","","Chaparral, Coastal Scrub, Forest, Grassland, Woodland","Chaparral, Coastal Strand, Foothill Woodland, Mixed Evergreen Forest, Northern Coastal Scrub, Valley Grassland, Yellow Pine Forest","Tolerates cold to 5&deg; F","","Adaptable","","6.0 - 7.5","","","Open, grassy or shrubby places",0,8644,3.81,167.94,"Prefers sun.","","From seed",36,36,12,12,"Clarkia, Purple | Farewell To Spring, Purple","Winecup Clarkia,Winecup Fairyfan","","","N","https://ucjeps.berkeley.edu/eflora/eflora_display.php?name=Clarkia+purpurea","https://calscape.org/Clarkia-purpurea-%28Purple-Clarkia%29","https://calscape.org/storage/app/media/qr/Clarkia-purpurea-%28Purple-Clarkia%29.png"
"2225","Clarkia purpurea ssp. purpurea","Clarkia purpurea subsp. purpurea","Winecup Clarkia",5,"Bees, Butterflies, Caterpillars","Annual herb","","3 ft","","","","Purple","Spring, Summer","","Full Sun","","Low","","","Sometimes Available","","","","","","7*, 8*, 9*, 14*, 15*, 16*, 17*, 19, 20*, 21*, 22*, 23*, 24*","","","","","","Open, grassy or shrubby places",11,1964,5.47,53.16,"<p>Prefers sun.</p>","","",36,36,0,0,"Clarkia, Winecup | Farewell To Spring, Winecup","Purple Clarkia","","","N","https://ucjeps.berkeley.edu/eflora/eflora_display.php?name=Clarkia+purpurea+subsp.+purpurea","https://calscape.org/Clarkia-purpurea-ssp.-purpurea-%28Winecup-Clarkia%29","https://calscape.org/storage/app/media/qr/Clarkia-purpurea-ssp.-purpurea-%28Winecup-Clarkia%29.png"
"2226","Clarkia purpurea ssp. quadrivulnera","Clarkia purpurea subsp. quadrivulnera","Purple Clarkia",5,"Bees, Butterflies, Caterpillars","Annual herb","","3 ft","","","","Pink","Spring, Summer","","Full Sun","","","","Moderate","Rarely Available","","Containers","","","","7*, 8*, 9*, 14*, 15*, 16*, 17*, 19*, 20*, 21*, 22*, 23*, 24*","","","","","","Open, grassy or shrubby places",0,2126,3.81,140.42,"Prefers sun.","","",36,36,NA,NA,"Purple Clarkia|Purple Godetia|Farewell To Spring, Purple Godetia","Clarkia,Winecup Clarkia,Purple Godetia,False","","","N","https://ucjeps.berkeley.edu/eflora/eflora_display.php?name=Clarkia+purpurea+subsp.+quadrivulnera","https://calscape.org/Clarkia-purpurea-ssp.-quadrivulnera-%28Purple-Clarkia%29","https://calscape.org/storage/app/media/qr/Clarkia-purpurea-ssp.-quadrivulnera-%28Purple-Clarkia%29.png"
"2227","Clarkia purpurea ssp. viminea","Clarkia purpurea subsp. viminea","Winecup Fairyfan",5,"Bees, Butterflies, Caterpillars","Annual herb","","","","","","Pink","","","","","","","","Never or Almost Never Available","","","","","","","","","","","","",NA,NA,5.47,167.94,"","","",NA,NA,NA,NA,"","","","","N","https://ucjeps.berkeley.edu/eflora/eflora_display.php?name=Clarkia+purpurea+subsp.+viminea","https://calscape.org/Clarkia-purpurea-ssp.-viminea-%28Winecup-Fairyfan%29","https://calscape.org/storage/app/media/qr/Clarkia-purpurea-ssp.-viminea-%28Winecup-Fairyfan%29.png"
"2228","Clarkia rhomboidea","Clarkia rhomboidea","Diamond Clarkia",6,"Bees, Butterflies, Caterpillars","Annual herb","","3 ft","","","","Pink, Lavender","","","","","","","","Never or Almost Never Available","","","Chaparral, Forest, Woodland","Chaparral, Foothill Woodland, Northern Oak Woodland, Red Fir Forest, Yellow Pine Forest","","","","","","","","",NA,NA,3.98,160.97,"","","",36,36,NA,NA,"","Clarkia,Forest Clarkia,Rhomboid Farewell To Spring,Tongue Clarkia,Diamond-petaled Clarkia","","","N","https://ucjeps.berkeley.edu/eflora/eflora_display.php?name=Clarkia+rhomboidea","https://calscape.org/Clarkia-rhomboidea-%28Diamond-Clarkia%29","https://calscape.org/storage/app/media/qr/Clarkia-rhomboidea-%28Diamond-Clarkia%29.png"
"2229","Clarkia rostrata","Clarkia rostrata","Beaked Clarkia",3,"Bees, Butterflies, Caterpillars","Annual herb","","2 ft","","","","Pink, White, Purple, Lavender, Red","","","","","","","","Never or Almost Never Available","","","","","","","","","","","","",NA,NA,12.67,43.08,"","","",24,24,NA,NA,"","Beaked Fairyfan","","","N","https://ucjeps.berkeley.edu/eflora/eflora_display.php?name=Clarkia+rostrata","https://calscape.org/Clarkia-rostrata-%28Beaked-Clarkia%29","https://calscape.org/storage/app/media/qr/Clarkia-rostrata-%28Beaked-Clarkia%29.png"
"2230","Clarkia rubicunda","Clarkia rubicunda","Ruby Chalice Clarkia",5,"Bees, Butterflies, Caterpillars","Annual herb","Upright","2 ft","2 ft","Fast","Winter Deciduous","Pink, Red, Purple","Spring, Summer","","Full Sun","Fast, Medium, Slow","Very Low","Max 1x / month once established","Easy","Commonly Available","Consider other sun-loving plants of Central California, such as small succulents (<a href=""/search/?plant=Dudleya%20(Genus)"">Dudleya spp.</a>) or Purple Needlegrass (Stipa pulchra) and plant with other vibrant wildflowers such as Purple Chinese Houses (Collinsia heterophylla) to create a colorful garden.","Containers, Deer resistant","Coastal Scrub, Forest","Mixed Evergreen Forest, Northern Coastal Scrub","Tolerates cold to 15&deg; F","7, 8, 9, 14*, 15*, 16*, 17*, 22*, 23*, 24*","Adaptable","Clay, Loam","","","","Openings, woodland, forest, chaparral near coast",2,6244,13.73,60.64,"Prefers sun or part shade.","Generally snail and slug resistant.","Collect seeds by allowing pods to dry on plant.",24,24,24,24,"Clarkia, Reddened | Farewell To Spring, Reddened","Ruby Chalice Clarkia,Farewell To Spring","","","N","https://ucjeps.berkeley.edu/eflora/eflora_display.php?name=Clarkia+rubicunda","https://calscape.org/Clarkia-rubicunda-%28Ruby-Chalice-Clarkia%29","https://calscape.org/storage/app/media/qr/Clarkia-rubicunda-%28Ruby-Chalice-Clarkia%29.png"
