"","Name_submitted","Accepted_name","paperid","inv_ctry","explicit_invdef","explicit_invdefdesc","implicit_invdef","implicit_invdefdesc","locdata","locdata_type","finding"
"14149","ardisia crenata","Ardisia crenata","CRON2017","South Africa","N",NA,NA,NA,"N",NA,"the results of this study have revealed that there is a deep-rooted pattern of non-compliance with iap regulations in cape town's nursery industry. the limitations of a reliance on regulation alone have been compounded in this case by issues arising from the levels of awareness and attitudes of many nursery managers."
"14150","ardisia crenata","Ardisia crenata","HUTC2011C","United States of America","Y","coral ardisia (ardisia crenata) is an invasive plant of natural areas throughout florida that forms dense understory cover and suppresses native plants.",NA,NA,"Y","COORDS","this study indicates that ardisia crenata is effectively controlled with herbicides, but monitoring and retreatment at 12 mo or less following the initial treatment will be required for further suppression, especially for emerging seedlings."
"14151","ardisia crenata","Ardisia crenata","IACO2014","United States of America","N",NA,NA,NA,"Y","MAP","invadedness (relative proportion of a protected area that is covered by invasive plants) was related to the size of a protected area and the number of surrounding households. however, the explained variation (9–50%) depended on the type of species occurrence data used; with models using approximated data on the area infested able to explain more of the variation than those that included data with gis-calculated area infested. cumulative funding investment at a protected area was also predicted by the number of surrounding households and protected area size. yet, funding and invadedness were not correlated with one another"
"14152","ardisia crenata","Ardisia crenata","KALI2020",NA,"N",NA,NA,NA,"N",NA,"...our analysis shows that allelopathy is present in 72% of the 113 plant families surveyed, suggesting that this ubiquitous mechanism of invasion deserves more attention as invasion rates increase across the globe."
"14153","ardisia crenata","Ardisia crenata","KITA2006","United States of America","Y","forms dense patches and competitively displaces native understory plants",NA,NA,"Y","COORDS","the role of cultivar selection prior to introduction is strongly suspected as an explanation for the differences between the wild and introduced populations of a. crenata. trait modifications resulted in slower growth rates, but greater competitive ability to cast shade upon neighbors and higher resprouting potential in the florida populations."
"14154","ardisia crenata","Ardisia crenata","KUEF2009","Seychelles","Y","poses major threats to biodiversity and ecosystem functioning; particularly on oceanic islands",NA,NA,"Y","COORDS","the results may reflect a general tendency for island plants to produce fruits of low energy content; perhaps reflecting reduced competition for dispersal agents on isolated islands. in addition; we argue that inconsistent results on the relevance of frui"
"14155","ardisia crenata","Ardisia crenata","NUNE2019","United States of America","N",NA,NA,NA,"N",NA,"presented findings provide a generalized understanding of the relative importance of functional traits in identifying potentially invasive woody species in the u.s. the knowledge generated in this study can be used to improve current classification systems of non-native woody plants used by various u.s. governmental agencies and land managers."
"14156","ardisia crenata","Ardisia crenata","SINC2020A","United States of America","N",NA,NA,NA,"Y","COORDS","our study shows that there can be commonalities in the traits of plants that colonize and invade particular designed ecosystems, as evidenced by five traits broadly shared across the 28 invasive plant species that we found in our 30 surveyed stormwater ponds."
"14157","ardisia crenata","Ardisia crenata","SINC2020B","United States of America","N",NA,NA,NA,"Y","BOTH","our research shows the magnitude at which urbanization can drive the proliferation of stormwater ponds, providing thousands of new colonizable habitats. many of these ponds could harbor abundant or diverse communities of invasive plants."
"14158","ardisia crenata","Ardisia crenata","ZENG2017","South Africa","N",NA,NA,NA,"N",NA,"the majority of invasive alien species listed in the a&is regulations were not considered to be conflict-generating. however, the small proportion of species identified as conflict-generating hold the potential to negatively impact the future efficiency of conservation management in south africa by forcing regulators and managers to spend great amounts of time and resources addressing stakeholder complaints and concerns instead of discharging their duties in dealing with the species that do not generate controversy."
"14159","duchesnea indica","Duchesnea indica","BLAG2014","Switzerland","N",NA,NA,NA,"N",NA,"the plant species with the stronger competitive ability at low n level controls the microbial community in the rhizosphere."
"14160","duchesnea indica","Duchesnea indica","BLAG2014","Germany","N",NA,NA,NA,"N",NA,"the plant species with the stronger competitive ability at low n level controls the microbial community in the rhizosphere."
"14161","duchesnea indica","Duchesnea indica","BLAG2014","Austria","N",NA,NA,NA,"N",NA,"the plant species with the stronger competitive ability at low n level controls the microbial community in the rhizosphere."
