"","plant_id","active_growth_period","bloat","c_n_ratio","coppice_potential","fall_conspicuous","fire_resistant","flower_color","flower_conspicuous","foliage_color","foliage_porosity_summer","foliage_porosity_winter","foliage_texture","fruit_seed_color","fruit_seed_conspicuous","growth_form","growth_rate","height_at_20_years_maximum_feet","height_mature_feet","known_allelopath","leaf_retention","lifespan","low_growing_grass","nitrogen_fixation","resprout_ability","shape_and_orientation","toxicity","adapted_to_coarse_textured_soils","adapted_to_fine_textured_soils","adapted_to_medium_textured_soils","anaerobic_tolerance","caco_3_tolerance","cold_stratification_required","drought_tolerance","fertility_requirement","fire_tolerance","frost_free_days_minimum","hedge_tolerance","moisture_use","ph_maximum","ph_minimum","planting_density_per_acre_maximum","planting_density_per_acre_minimum","precipitation_maximum","precipitation_minimum","root_depth_minimum","salinity_tolerance","shade_tolerance","temperature_minimum_f","bloom_period","commercial_availability","fruit_seed_abundance","fruit_seed_period_begin","fruit_seed_period_end","fruit_seed_persistence","propagated_by_bare_root","propagated_by_bulb","propagated_by_container","propagated_by_corm","propagated_by_cuttings","propagated_by_seed","propagated_by_sod","propagated_by_sprigs","propagated_by_tubers","seed_per_pound","seed_spread_rate","seedling_vigor","small_grain","vegetative_spread_rate","berry_nut_seed_product","christmas_tree_product","fodder_product","fuelwood_product","lumber_product","naval_store_product","nursery_stock_product","palatable_browse_animal","palatable_human","post_product","pulpwood_product","veneer_product","Name_submitted","Accepted_name","symbol"
"697",22014,"Spring and Summer","None","Medium","No","Yes","Yes","Yellow","No","Green","Moderate","Moderate","Fine","Black","No","Colonizing","Rapid",NA,"3.0","No","No","Moderate","Yes","None","No","Semi-Erect","None","Yes","Yes","Yes","None","Low","No","Low","High","High","120","None","Medium",7,5.5,NA,NA,"60","24","18","Low","Intolerant","22","Late Spring","Routinely Available","High","Spring","Fall","No","No","No","No","No","No","Yes","No","No","No","1400000","Moderate","High","No","Rapid","No","No","Yes",NA,"No","No","No","Low","No","No","No","No","Dichanthium aristatum","Dichanthium aristatum","DIAR5"
"698",22049,"Spring and Summer","None","Medium","No","No","No","White","No","Green","Dense","Porous","Medium","Brown","No","Bunch","Rapid",NA,"4.0","No","No","Short","No","None","No","Erect","None","Yes","No","Yes","None","Medium","No","High","High","Medium","150","None","Low",8.3,7.5,NA,NA,"14","5","10","Medium","Intolerant","-13","Late Summer","Field Collections Only","Low","Summer","Fall","No","No","No","No","No","No","Yes","No","No","No","1002000","Slow","High","No","None","No","No","Yes",NA,"No","No","No","Medium","No","No","No","No","Digitaria californica","Digitaria californica","DICA8"
"699",22051,"Summer and Fall","None","Low","No","No","No","Yellow","No","Green","Porous","Porous","Fine","Brown","No","Stoloniferous","Rapid",NA,"0.9","No","No",NA,"No","None","No","Decumbent","None","Yes","Yes","Yes","Low","Medium","No","Low","Medium","None","190","None","Medium",7,5,NA,NA,"50","35","5","None","Intolerant","2","Late Summer","Routinely Available","High","Fall","Fall","No","No","No","No","No","No","Yes","No","No","No","800000","Rapid","Low","No","Rapid","No","No","Yes",NA,"No","No","No","Medium","No","No","No","No","Digitaria ciliaris","Digitaria ciliaris","DICI"
"700",21710,"Spring and Summer","None","Medium","No","No","No",NA,"No","Green","Dense","Porous","Medium","Brown","No","Bunch","Slow",NA,"2.0","No","No","Long","No","None","No","Semi-Erect","None","Yes","Yes","Yes","Medium","Low","Yes","High","Low","High","135","None","Low",7.5,4,NA,NA,"65","32","16","Low","Intolerant","-33","Early Summer","Routinely Available","High","Summer","Fall","Yes","No","No","No","No","No","Yes","No","No","No","350000","Slow","Low","No","None","No","No","No",NA,"No","No","No","High","No","No","No","No","Dichanthelium clandestinum","Dichanthelium clandestinum","DICL"
"701",21712,"Summer","None",NA,"No","No","No","Green","No","Green","Porous","Porous","Fine","Yellow","No","Bunch","Rapid",NA,"4.9","No","No","Short","No","None","No","Erect","None","Yes","No","Yes","None","Medium","No","Medium","Low","None","120","None","Low",6.5,4,NA,NA,"60","30","4","None","Intermediate","-28","Summer","No Known Source","Low","Summer","Fall","No","No","No","No","No","No","Yes","No","No","No","210000","Slow","Medium","No","None","No","No","No",NA,"No","No","No","Medium","No","No","No","No","Dichanthelium commutatum","Dichanthelium commutatum","DICO2"
"702",22072,"Year Round","None","Medium","No","No","No",NA,"No","Green","Porous","Porous","Fine",NA,"No","Stoloniferous","Rapid",NA,"3.1","No","No","Moderate","No","None","No","Decumbent","None","Yes","Yes","Yes","None","None","No","Medium","Medium","High","365","None","Low",7,5,"43000","11000","60","40","6","None","Intolerant","37",NA,"Routinely Available",NA,NA,NA,"No","No","No","No","No","No","No","No","Yes","No",NA,"None",NA,"No","Rapid","No","No","Yes",NA,"No","No","No","Medium","No","No","No","No","Digitaria eriantha","Digitaria eriantha","DIER"
"703",71838,"Spring and Summer","None","Low","No","No","Yes","Purple","Yes","Green","Porous","Porous","Fine","Black","No","Rhizomatous","Rapid",NA,"1.5","No","No","Short","No","None","No","Erect","Moderate","Yes","Yes","Yes","Low","None","Yes","None","Medium","High","200","Medium","Low",6,5.5,"24000","11000","155","55","6","None","Tolerant","-23","Early Summer","Routinely Available","Low","Summer","Fall","No","Yes","No","Yes","Yes","Yes","Yes","No","No","Yes","450000","Moderate","High","No","Moderate","No","No","No",NA,"No","No","No","Low","No","No","No","No","Dicentra formosa","Dicentra formosa","DIFO"
"704",76020,"Summer and Fall","None","High","No","Yes","No","Green","No","Green","Moderate","Moderate","Medium","Brown","No","Multiple Stem","Moderate","18","12.0","No","Yes","Short","No","None","No","Erect","Severe","Yes","No","No","Medium","Low","Yes","Medium","Medium","Medium","207","Low","Low",6,4,"4800","1200","68","33","24","None","Tolerant","-15","Summer","No Known Source","Low","Summer","Fall","Yes","No","No","No","No","No","Yes","No","No","No","3600","Slow","Medium","No","Slow","No","No","No","Medium","No","No","No","Low","No","No","No","No","Ditrysinia fruticosa","Ditrysinia fruticosa","DIFR6"
"705",21821,"Summer","None",NA,"No","No","No","Green","No","Green","Porous","Porous","Fine","Yellow","No","Bunch","Rapid",NA,"3.3","No","No","Short","No","None","No","Erect","None","Yes","No","Yes","None","Medium","No","Medium","Low","None","120","None","Low",6.5,4,NA,NA,"60","20","4","None","Intermediate","-43","Spring","No Known Source","Low","Summer","Fall","No","No","No","No","No","No","Yes","No","No","No","210000","Slow","Medium","No","None","No","No","No",NA,"No","No","No","Medium","No","No","No","No","Dichanthelium latifolium","Dichanthelium latifolium","DILA8"
"706",42692,"Spring","None","High","No","No","No","Purple","Yes","Dark Green","Dense","Moderate","Medium","Brown","No","Multiple Stem","Slow","2","2.4","No","No","Long","No","None","Yes","Erect","None","Yes","No","Yes","None","Medium","No","High","Medium","High","135","Medium","Low",7,4.8,"2700","1100","50","32","16","None","Intermediate","-23","Late Spring","No Known Source","Low","Summer","Summer","Yes","Yes","No","Yes","No","No","Yes","No","No","No",NA,"Slow","Medium","No","None","No","No","No",NA,"No","No","Yes","Medium","No","No","No","No","Diervilla lonicera","Diervilla lonicera","DILO"
"707",21871,"Spring","None",NA,"No","No","No","Green","No","Green","Porous","Porous","Fine","Yellow","No","Bunch","Rapid",NA,"1.7","No","No","Short","No","None","No","Erect","None","Yes","No","Yes","None","Medium","No","High","Low","None","160","None","Low",6.5,4,NA,NA,"50","35","4","None","Tolerant","-13","Spring","No Known Source","Low","Summer","Fall","No","No","No","No","No","No","Yes","No","No","No","320000","Slow","Medium","No","None","No","No","No",NA,"No","No","No","Medium","No","No","No","No","Dichanthelium ovale","Dichanthelium ovale","DIOV"
"708",50875,"Spring and Summer","None","Medium","No","Yes","No","Purple","Yes","Dark Green","Porous","Porous","Fine","Black","No","Single Crown","Moderate",NA,"5.0","No","No","Short","No","None","No","Erect","Moderate","No","Yes","Yes","None","None","No","Low","Medium","None","190","None","Medium",7,5.5,NA,NA,"60","40","6","None","Intolerant","-13","Summer","No Known Source","High","Summer","Fall","No","No","No","No","No","No","Yes","No","No","No","4667536","Moderate","Medium","No","None","No","No","No",NA,"No","No","No","Low","No","No","No","No","Digitalis purpurea","Digitalis purpurea","DIPU"
"709",21923,"Summer","None",NA,"No","No","No","Green","No","Green","Porous","Porous","Fine","Yellow","No","Bunch","Rapid",NA,"2.5","No","No","Short","No","None","No","Erect","None","Yes","Yes","Yes","None","Medium","No","Low","Low","None","200","None","Medium",7,4,NA,NA,"65","40","4","None","Intermediate","-3","Summer","No Known Source","Low","Summer","Fall","No","No","No","No","No","No","Yes","No","No","No","266700","Slow","Medium","No","None","No","No","No",NA,"No","No","No","Medium","No","No","No","No","Dichanthelium scabriusculum","Dichanthelium scabriusculum","DISC2"
"710",21930,"Summer","None",NA,"No","No","No","Green","No","Gray-Green","Porous","Porous","Fine","Yellow","No","Bunch","Rapid",NA,"4.3","No","No","Short","No","None","No","Erect","None","Yes","No","Yes","None","High","No","Low","Medium","None","120","None","Medium",7.5,4.5,NA,NA,"55","30","6","None","Tolerant","-38","Summer","No Known Source","Low","Summer","Fall","No","No","No","No","No","No","Yes","No","No","No","380000","Slow","Medium","No","None","No","No","No",NA,"No","No","No","Medium","No","No","No","No","Dichanthelium scoparium","Dichanthelium scoparium","DISC3"
"711",22189,"Spring, Summer, Fall","None","High","No","No","No","Yellow","No","Green","Porous","Porous","Medium","Brown","No","Rhizomatous","Slow",NA,"1.1","No","No","Long","Yes","None","No","Semi-Erect","None","No","Yes","Yes","High","High","No","Medium","Medium","High","80","None","Medium",10,6.4,"43000","11000","70","5","2","High","Intolerant","-35","Mid Summer","Routinely Available","Low","Summer","Fall","No","No","No","No","No","No","No","No","Yes","No","519000","Slow","Low","No","Moderate","No","No","No",NA,"No","No","No","Low","No","No","No","No","Distichlis spicata","Distichlis spicata","DISP"
"712",64536,"Spring and Summer","None","High","Yes","Yes","Yes","Yellow","No","Dark Green","Moderate","Porous","Medium","Orange","Yes","Single Crown","Slow","25","55.0","No","No","Long","No","None","Yes","Irregular","None","Yes","Yes","Yes","None","None","Yes","Medium","Medium","Medium","200","None","Medium",7.5,4.7,"700","300","80","30","36","Low","Tolerant","-21","Late Spring","Routinely Available","High","Summer","Winter","Yes","Yes","No","Yes","No","Yes","Yes","No","No","No","1200","Slow","High","No","Moderate","Yes","No","No","High","No","No","Yes","Medium","Yes","No","No","No","Diospyros virginiana","Diospyros virginiana","DIVI5"
"713",42393,"Spring and Summer","None","Low","No","No","No","Purple","Yes","Green","Porous","Porous","Medium","Brown","No","Single Crown","Rapid",NA,"0.8","No","No",NA,"No","None","No","Semi-Erect","None","No","Yes","Yes","Medium","Medium","No","Low","Medium","Low","90","None","Medium",8.2,6,NA,NA,"32","12","6","None","Intolerant","47","Mid Spring","No Known Source","Medium","Spring","Summer","No","No","No","No","No","No","Yes","No","No","No","225000","Slow","Medium","No","None","No","No","No",NA,"No","No","No",NA,"No","No","No","No","Downingia bicornuta","Downingia bicornuta","DOBI"
"714",67133,"Spring and Summer","None","Medium","No","No","No","Purple","Yes","Green","Porous","Porous","Fine","Brown","No","Bunch","Moderate",NA,"0.2","No","No","Moderate","No","None","No","Prostrate","None","Yes","No","Yes","Medium","Low","No","Low","Low","Medium","80","None","Medium",7.8,6,"18000","11000","24","12","6","None","Intermediate","-13","Late Spring","No Known Source","Low","Spring","Summer","No","No","No","Yes","No","No","Yes","No","No","No",NA,"Slow","Low","No","None","No","No","No",NA,"No","No","Yes","Low","No","No","No","No","Douglasia laevigata","Androsace laevigata","DOLA"
"715",42407,"Spring and Summer","None","High","No","No","No","White","Yes","Green","Moderate","Porous","Coarse","Brown","No","Stoloniferous","Rapid",NA,"0.8","No","No",NA,"No","None","No","Semi-Erect","None","No","Yes","Yes","High","Medium","No","Low","Low","Low","130","None","High",7.9,6.4,NA,NA,"25","12","8","Low","Intolerant","52","Late Spring","No Known Source","Medium","Summer","Summer","No","No","No","No","No","No","Yes","No","No","No","225000","Moderate","High","No","Moderate","No","No","No",NA,"No","No","No",NA,"No","No","No","No","Downingia laeta","Downingia laeta","DOLA2"
"716",67076,"Spring","None",NA,"No","No","No","White","Yes","Green","Porous","Porous","Fine","Brown","No","Single Stem","Moderate",NA,"2.0","No","No","Short","No","None","No","Erect","None","Yes","No","Yes","None","High","No","Low","Medium","None","120","None","Medium",7.5,4.5,NA,NA,"55","30","12","None","Tolerant","-38","Spring","No Known Source","Low","Summer","Summer","No","No","No","No","No","No","Yes","No","No","No","320000","Slow","Medium","No","None","No","No","No",NA,"No","No","No","Medium","No","No","No","No","Dodecatheon meadia","Primula meadia","DOME"
"717",67085,"Spring and Summer","None","Medium","No","No","No","Purple","Yes","Green","Porous","Porous","Fine","Brown","Yes","Single Crown",NA,NA,"2.0","No","No","Moderate","No","None","No","Erect","None","Yes","No","Yes","High","Low","No","Low","Medium","Medium","100","None","Medium",7.8,6,"18000","11000","30","12","8","None","Intermediate","-33","Late Spring","Routinely Available","High","Spring","Fall","No","Yes","No","Yes","No","Yes","Yes","No","No","No",NA,"Moderate","Medium","No","None","No","No","No",NA,"No","No","Yes","Low","No","No","No","No","Dodecatheon pulchellum","Primula pauciflora var. pauciflora","DOPU"
"718",93699,"Spring, Summer, Fall","None","High","Yes","Yes","No","White","No","Red","Dense","Dense","Medium","Brown","Yes","Multiple Stem","Rapid","15","15.0","No","Yes","Moderate","No","None","Yes","Semi-Erect","None","Yes","Yes","Yes","None","Medium","No","High","Medium","Medium","310","High","Low",9.2,6.5,"1200","300","32","8","18","Medium","Intermediate","18","Late Spring","Routinely Available","Medium","Summer","Summer","Yes","Yes","No","Yes","No","Yes","Yes","No","No","No",NA,"Slow","Medium","No","None","No","No","No",NA,"No","No","Yes",NA,"No","No","No","No","Dodonaea viscosa","Dodonaea viscosa","DOVI"
"719",34310,"Spring and Summer","None","Medium","No","No","No","Yellow","Yes","Green","Porous","Porous","Medium","Black","Yes","Single Stem","Rapid",NA,"2.0","No","No",NA,"No","None","No","Erect","None","Yes","Yes","Yes","Low","Medium","No","High","Low","None","120","Low","High",7.5,6,NA,NA,"60","10","6","None","Intolerant","32","Late Summer","Routinely Available","High","Summer","Fall","No","No","No","No","No","No","Yes","No","No","No","1600000","Rapid","High","No","None","No","No","No",NA,"No","No","No","Low","No","No","No","No","Dracopis amplexicaulis","Rudbeckia amplexicaulis","DRAM"
"720",13578,"Spring and Summer","None",NA,"No","No","No","Brown","No","Dark Green","Moderate","Porous","Coarse","Brown","No","Rhizomatous","Moderate",NA,"1.6","No","No","Moderate","No","None","No","Erect","None","No","Yes","Yes","High","High","No","Low","Low","None","120","None","High",6.5,3.5,NA,NA,"55","15","12","None","Tolerant","-33","Summer","Routinely Available","High","Summer","Fall","No","No","No","No","No","No","Yes","No","No","No",NA,"Slow","Medium","No","Moderate","No","No","No",NA,"No","No","No","Low","No","No","No","No","Dryopteris cristata","Dryopteris cristata","DRCR4"
"721",89655,"Spring and Summer","None","High","No","No","No","Yellow","Yes","Green","Porous","Porous","Medium","Brown","No","Single Crown","Slow","1","1.0","No","Yes","Short","No","Low","Yes","Prostrate","None","Yes","No","Yes","None","Medium","No","Low","Medium","Medium","90","None","Medium",7.5,6,"2700","1700","40","14","12","None","Tolerant","-43","Late Spring","Contracting Only","Medium","Summer","Summer","No","Yes","No","Yes","No","No","Yes","No","No","No","908000","Slow","Medium","No","None","No","No","No",NA,"No","No","Yes","Medium","No","No","No","No","Dryas drummondii","Dryas drummondii","DRDR"
"722",27087,"Spring, Summer, Fall","None","High","No","No","No","White","Yes","Green","Moderate","Porous","Coarse","Red","No","Multiple Stem","Slow","26","17.0","No","No","Short","No","None","No","Erect","Moderate","No","No","No",NA,NA,"No","Low","Medium","Low","365",NA,NA,NA,NA,"1280","320",NA,NA,"12","Low","Tolerant","40","Fall","Routinely Available",NA,NA,NA,"No","No","No","No","No","Yes","Yes","No","No","No",NA,NA,NA,"No","None","No","No","No",NA,"No","No","No",NA,"No","No","No","No","Dracaena fragrans","Dracaena fragrans","DRFR2"
"723",89671,"Spring","None","Medium","No","No","No","White","Yes","Dark Green","Dense","Porous","Medium","White","Yes","Single Stem","Rapid","1","0.3","No","Yes","Short","No","Medium","Yes","Decumbent","None","Yes","No","No","Low","High","Yes","Medium","Medium","Medium","120","Low","Low",9,6,"20000","5120","32","14","12","None","Intermediate","-62","Late Spring","Routinely Available","Medium","Spring","Summer","No","Yes","No","Yes","No","Yes","Yes","No","No","No","453600","Moderate","Medium","No","Rapid","No","No","No","Low","No","No","Yes","Low","No","No","No","No","Dryas octopetala","Dryas octopetala","DROC"
"724",18864,"Summer","None","High","No","No","Yes","Brown","No","Dark Green","Porous","Porous","Fine","Brown","No","Rhizomatous","Moderate",NA,"2.6","No","No","Moderate","No","None","No","Erect","None","Yes","Yes","Yes","Medium","Medium","No","Low","Medium","Low","100","None","High",7.5,4.7,"4800","3450","60","16","18","None","Intermediate","-38","Late Summer","Routinely Available","Low","Fall","Fall","No","No","No","No","No","No","Yes","No","Yes","No","855835","Rapid","Medium","No","Slow","No","No","No",NA,"No","No","No",NA,"No","No","No","No","Dulichium arundinaceum","Dulichium arundinaceum","DUAR3"
"725",22211,"Spring","None","High","No","No","Yes","Green","No","Green","Porous","Porous","Fine","Yellow","No","Bunch","Moderate",NA,"2.0","No","No",NA,"No","None","No","Semi-Erect","None","Yes","Yes","Yes","Low","Medium","No","Low","Medium","Medium","150","None","Medium",8.5,4,NA,NA,"60","12","6","None","Intolerant","37","Late Spring","Contracting Only","Medium","Summer","Fall","No","No","No","No","No","No","Yes","No","No","No","123000","Rapid","High","No","None","No","No","No",NA,"No","No","No",NA,"No","No","No","No","Echinochloa colona","Echinochloa colona","ECCO2"
"726",22225,"Spring","None","High","No","No","No","Green","No","Green","Dense","Porous","Medium","Yellow","No","Bunch","Rapid",NA,"3.9","No","No",NA,"No","None","No","Erect","None","No","Yes","Yes","High","Medium","No","Low","Medium","Medium","150","None","Medium",7.4,4.7,NA,NA,"60","18","8","Low","Intolerant","37","Late Spring","Routinely Available","High","Summer","Fall","No","No","No","No","No","No","Yes","No","No","No","142880","Rapid","High","No","None","No","No","Yes",NA,"No","No","No","Medium","No","No","No","No","Echinochloa frumentacea","Echinochloa colonum subsp. edulis","ECFR"
