"","Name_submitted","Accepted_name","Accepted.Symbol","Synonym.Symbol","Symbol","PLANTS.Floristic.Area","State.and.Province","Category","Family","Duration","Growth.Habit","Native.Status","Characteristics.Data","Active.Growth.Period","After.Harvest.Regrowth.Rate","Bloat","C.N.Ratio","Coppice.Potential","Fall.Conspicuous","Fire.Resistance","Flower.Color","Flower.Conspicuous","Foliage.Color","Foliage.Porosity.Summer","Foliage.Porosity.Winter","Foliage.Texture","Fruit.Color","Fruit.Conspicuous","Growth.Form","Growth.Rate","Height.at.Base.Age..Maximum..feet.","Height..Mature..feet.","Known.Allelopath","Leaf.Retention","Lifespan","Low.Growing.Grass","Nitrogen.Fixation","Resprout.Ability","Shape.and.Orientation","Toxicity","Adapted.to.Coarse.Textured.Soils","Adapted.to.Medium.Textured.Soils","Adapted.to.Fine.Textured.Soils","Anaerobic.Tolerance","CaCO.SUB.3..SUB..Tolerance","Cold.Stratification.Required","Drought.Tolerance","Fertility.Requirement","Fire.Tolerance","Frost.Free.Days..Minimum","Hedge.Tolerance","Moisture.Use","pH..Minimum.","pH..Maximum.","Planting.Density.per.Acre..Minimum","Planting.Density.per.Acre..Maximum","Precipitation..Minimum.","Precipitation..Maximum.","Root.Depth..Minimum..inches.","Salinity.Tolerance","Shade.Tolerance","Temperature..Minimum..F.","Bloom.Period","Commercial.Availability","Fruit.Seed.Abundance","Fruit.Seed.Period.Begin","Fruit.Seed.Period.End","Fruit.Seed.Persistence","Propogated.by.Bare.Root","Propogated.by.Bulbs","Propogated.by.Container","Propogated.by.Corms","Propogated.by.Cuttings","Propogated.by.Seed","Propogated.by.Sod","Propogated.by.Sprigs","Propogated.by.Tubers","Seeds.per.Pound","Seed.Spread.Rate","Seedling.Vigor","Small.Grain","Vegetative.Spread.Rate","Berry.Nut.Seed.Product","Christmas.Tree.Product","Fodder.Product","Fuelwood.Product","Lumber.Product","Naval.Store.Product","Nursery.Stock.Product","Palatable.Browse.Animal","Palatable.Graze.Animal","Palatable.Human","Post.Product","Protein.Potential","Pulpwood.Product","Veneer.Product"
"394","Carex gracillima","Carex gracillima","CAGR2",NA,"CAGR2","NA (L48, CAN, SPM)","CAN(LB, MB, NB, NF, NS, ON, PE, QC), FRA(SB), USA(AL, AR, CT, DC, DE, GA, IA, IL, IN, KY, MA, MD, ME, MI, MN, MO, NC, ND, NH, NJ, NY, OH, PA, RI, SC, TN, VA, VT, WI, WV)","Monocot","Cyperaceae","Perennial","Graminoid","L48(N)CAN(N)SPM(N)","Yes","Spring and Summer","Slow","None","Medium","No","No","No","Green","No","Dark Green","Moderate","Porous","Coarse","Brown","No","Bunch","Slow",NA,3,"No","No","Long","No","None","No","Semi-Erect","None","No","Yes","Yes","Medium","Low","No","Low","Medium","High",85,"None","Medium",4.7,6.9,2700,4800,36,55,8,"None","Tolerant",-33,"Late Spring","Routinely Available","Low","Spring","Summer","No","Yes","No","No","No","No","Yes","No","Yes","No",NA,"Slow","Low","No","None","No","No","No",NA,"No","No","No","Low","Low","No","No","Low","No","No"
"395","Carex granularis","Carex granularis","CAGR3",NA,"CAGR3","NA (L48, CAN)","CAN(MB, NB, NS, ON, QC, SK), USA(AL, AR, CT, DC, DE, FL, GA, IA, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MS, NC, ND, NE, NH, NJ, NY, OH, OK, PA, SC, SD, TN, TX, VA, VT, WI, WV, WY)","Monocot","Cyperaceae","Perennial","Graminoid","L48(N)CAN(N)","Yes","Spring and Summer","Slow","None","Medium","No","No","No","Green","No","Green","Moderate","Porous","Medium","Brown","No","Bunch","Slow",NA,2,"No","No","Long","No","None","No","Erect","None","No","Yes","Yes","High","High","No","Low","High","High",120,"None","High",6,7.2,2700,4800,14,55,8,"None","Tolerant",-33,"Mid Spring","Routinely Available","Low","Spring","Summer","No","Yes","No","No","No","No","Yes","No","Yes","No",NA,"Slow","Low","No","Moderate","No","No","No",NA,"No","No","No","Low","Low","No","No","Low","No","No"
"396","Carex grayi","Carex grayi","CAGR5",NA,"CAGR5","NA (L48, CAN)","CAN(ON, QC), USA(AL, AR, CT, DC, FL, GA, IA, IL, IN, KS, KY, MA, MD, MI, MN, MO, MS, NC, NJ, NY, OH, OK, PA, SC, TN, VA, VT, WI, WV)","Monocot","Cyperaceae","Perennial","Graminoid","L48(N)CAN(N)","Yes","Spring and Summer","Slow","None","Medium","No","No","No","Green","No","Green","Moderate","Porous","Medium","Brown","No","Bunch","Slow",NA,3,"No","No","Long","No","None","No","Erect","None","No","Yes","Yes","High","Medium","No","Low","Medium","High",85,"None","High",5.7,7.2,2700,4800,36,55,8,"None","Tolerant",-33,"Late Spring","Routinely Available","Low","Spring","Fall","No","Yes","No","No","No","No","Yes","No","Yes","No",NA,"Slow","Low","No","Slow","No","No","No",NA,"No","No","No","Low","Low","No","No","Low","No","No"
"397","Carex halliana","Carex halliana","CAHA2",NA,"CAHA2","NA (L48)","USA(CA, OR, WA)","Monocot","Cyperaceae","Perennial","Graminoid","L48(N)","Yes","Spring and Summer","Slow","None","Medium","No","No","No","Yellow","No","Green","Dense","Porous","Medium","Brown","No","Bunch","Slow",NA,2,"No","No","Moderate","No","None","No","Semi-Erect","None","Yes","Yes","No","Medium","High","No","Low","Low","Low",120,"None","Medium",6,7.5,2700,4800,38,60,8,"None","Intolerant",-33,"Late Spring","No Known Source","Low","Spring","Summer","No","No","No","No","No","No","Yes","No","Yes","No",NA,"Slow","Low","No","None","No","No","No",NA,"No","No","No","Low","Low","No","No","Low","No","No"
"398","Carex hendersonii","Carex hendersonii","CAHE7",NA,"CAHE7","NA (L48, CAN)","CAN(BC), USA(CA, ID, OR, WA)","Monocot","Cyperaceae","Perennial","Graminoid","L48(N)CAN(N)","Yes","Spring and Summer","Slow","None","Medium","No","No","No","Green","No","Green","Moderate","Porous","Medium","Brown","No","Bunch","Moderate",NA,3,"No","No","Moderate","No","None","No","Semi-Erect","None","No","Yes","No","Low","Medium","No","Low","Medium","High",160,"None","Medium",6,7.5,2700,4800,16,36,12,"Low","Tolerant",-8,"Late Spring","Contracting Only","Low","Summer","Summer","No","Yes","No","No","No","No","Yes","No","Yes","No",NA,"Slow","Low","No","Slow","No","No","No",NA,"No","No","No","Low","Low","No","No","Low","No","No"
"399","Carex hyalinolepis","Carex hyalinolepis","CAHY3",NA,"CAHY3","NA (L48, CAN)","CAN(ON), USA(AL, AR, FL, GA, IA, IL, IN, KS, KY, LA, MD, MI, MO, MS, NC, NE, NJ, NY, OH, OK, PA, SC, TN, TX, VA)","Monocot","Cyperaceae","Perennial","Graminoid","L48(N)CAN(N)","Yes","Spring and Summer","Slow","None","Medium","No","No","No","Green","No","Gray-Green","Moderate","Porous","Medium","Brown","No","Rhizomatous","Slow",NA,4,"No","No","Long","No","None","No","Erect","None","No","Yes","Yes","High","High","No","Low","Medium","High",85,"High","High",5.6,7.9,2700,4800,34,55,8,"Medium","Intermediate",-28,"Late Spring","No Known Source","Low","Spring","Summer","No","Yes","No","No","No","No","Yes","No","Yes","No",NA,"Slow","Low","No","Moderate","No","No","No",NA,"No","No","No","Low","Low","No","No","Low","No","No"
"400","Carex interior","Carex interior","CAIN11",NA,"CAIN11","NA (L48, AK, CAN, SPM)","CAN(AB, BC, LB, MB, NB, NF, NS, NT, ON, PE, QC, SK, YT), FRA(SB), USA(AK, AR, AZ, CA, CO, CT, IA, ID, IL, IN, KS, MA, MD, ME, MI, MN, MO, MT, ND, NE, NH, NJ, NM, NV, NY, OH, OR, PA, RI, SD, TN, UT, VA, VT, WA, WI, WV, WY)","Monocot","Cyperaceae","Perennial","Graminoid","L48(N)AK(N)CAN(N)SPM(N)","Yes","Spring and Summer","Slow","None","Medium","No","No","No","Green","No","Green","Moderate","Porous","Fine","Brown","No","Bunch","Slow",NA,2,"No","No","Moderate","No","None","No","Erect","None","No","Yes","Yes","High","Medium","No","Low","Medium","High",80,"None","High",5.4,7.2,2700,4800,14,55,8,"None","Intermediate",-38,"Mid Spring","No Known Source","Low","Spring","Summer","No","Yes","No","No","No","No","Yes","No","Yes","No",NA,"Slow","Low","No","Slow","No","No","No",NA,"No","No","No","Low","Low","No","No","Low","No","No"
"401","Carex intumescens","Carex intumescens","CAIN12",NA,"CAIN12","NA (L48, CAN, SPM)","CAN(LB, MB, NB, NF, NS, ON, PE, QC), FRA(SB), USA(AL, AR, CT, DC, DE, FL, GA, IA, IL, IN, KY, LA, MA, MD, ME, MI, MN, MO, MS, NC, NH, NJ, NY, OH, OK, PA, RI, SC, SD, TN, TX, VA, VT, WI, WV, WY)","Monocot","Cyperaceae","Perennial","Graminoid","L48(N)CAN(N)SPM(N)","Yes","Spring, Summer, Fall","Slow","None","Medium","No","No","No","Green","No","Dark Green","Moderate","Porous","Medium","Brown","No","Bunch","Moderate",NA,3,"No","No","Moderate","No","None","No","Erect","None","No","Yes","Yes","High","Low","No","None","High","High",85,"None","High",4.8,6.9,2700,4800,36,55,8,"None","Tolerant",-33,"Late Spring","Routinely Available","Low","Summer","Fall","No","Yes","No","No","No","No","Yes","No","Yes","No",NA,"Slow","Low","No","None","No","No","No",NA,"No","No","No","Low","Low","No","No","Low","No","No"
"402","Carex joorii","Carex joorii","CAJO2",NA,"CAJO2","NA (L48)","USA(AL, AR, DE, FL, GA, KY, LA, MD, MO, MS, NC, NJ, OK, SC, TN, TX, VA)","Monocot","Cyperaceae","Perennial","Graminoid","L48(N)","Yes","Spring, Summer, Fall","Slow","None","High","No","No","No","Green","No","Green","Dense","Porous","Coarse","Brown","No","Rhizomatous","Moderate",NA,4,"No","No","Long","No","None","No","Semi-Erect","None","Yes","Yes","No","High","Low","No","None","Medium","High",185,"None","High",4.7,7.3,1700,2700,36,55,12,"None","Tolerant",-3,"Mid Summer","No Known Source","Low","Summer","Fall","No","Yes","No","No","No","No","Yes","No","Yes","No",NA,"Slow","Low","No","Slow","No","No","No",NA,"No","No","No","Low","Low","No","No","Low","No","No"
"403","Carex kobomugi","Carex kobomugi","CAKO2",NA,"CAKO2","NA (L48)","USA(DE, MA, MD, NC, NJ, NY, OR, RI, VA)","Monocot","Cyperaceae","Perennial","Graminoid","L48(I)","Yes","Spring and Summer","Slow","None","High","No","No","Yes","Brown","No","Green","Porous","Porous","Coarse",NA,"No","Rhizomatous","Slow",NA,1,"No","No","Moderate","No","None","No","Vase","None","Yes","Yes","No","Low","Medium","No","High","Low","High",155,"None","Low",5.7,7,4800,11000,36,55,16,"Medium","Intolerant",-18,"Early Summer","Routinely Available","Low",NA,NA,"No","No","No","Yes","No","No","No","No","Yes","No",NA,"None",NA,"No","Slow","No","No","No",NA,"No","No","No","Low","Low","No","No","Low","No","No"
"404","Carex lacustris","Carex lacustris","CALA16",NA,"CALA16","NA (L48, CAN)","CAN(AB, MB, NB, NF, NS, ON, QC, SK), USA(CT, DC, DE, IA, ID, IL, IN, KS, KY, MA, MD, ME, MI, MN, MO, ND, NE, NH, NJ, NY, OH, PA, RI, SD, TN, VA, VT, WI, WV)","Monocot","Cyperaceae","Perennial","Graminoid","L48(N)CAN(N)","Yes","Spring and Summer","Slow","None","High","No","No","No","Green","No","Green","Dense","Porous","Coarse","Brown","No","Rhizomatous","Rapid",NA,5,"No","No","Long","No","None","No","Erect","None","No","Yes","Yes","High","Medium","No","None","Medium","High",90,"None","High",5.6,6.8,1700,2700,32,55,12,"None","Tolerant",-28,"Late Spring","Routinely Available","Low","Summer","Summer","No","Yes","No","No","No","No","Yes","No","Yes","No",NA,"Slow","Low","No","Moderate","No","No","No",NA,"No","No","No","Low","Low","No","No","Low","No","No"
"405","Carex lenticularis","Carex lenticularis","CALE8",NA,"CALE8","NA (L48, AK, CAN, SPM)","CAN(AB, BC, LB, MB, NB, NF, NS, NT, NU, ON, PE, QC, SK, YT), FRA(SB), USA(AK, AZ, CA, CO, ID, MA, ME, MI, MN, MT, NH, NM, NV, NY, OR, UT, VT, WA, WI, WY)","Monocot","Cyperaceae","Perennial","Graminoid","L48(N)AK(N)CAN(N)SPM(N)","Yes","Spring, Summer, Fall","Slow","None","High","No","No","No","Green","No","Green","Dense","Porous","Coarse","Brown","No","Bunch","Moderate",NA,2,"No","No","Long","No","None","No","Erect","None","Yes","Yes","No","High","Low","No","Low","Low","High",80,"None","High",4.7,6.8,2700,4800,36,55,10,"None","Intermediate",-38,"Late Spring","Contracting Only","Low","Summer","Summer","No","Yes","No","No","No","No","Yes","No","Yes","No",NA,"Slow","Low","No","None","No","No","No",NA,"No","No","No","Low","Low","No","No","Low","No","No"
"406","Carex lenticularis var. lipocarpa","Carex kelloggii var. kelloggii","CALEL3",NA,"CALEL3","NA (L48, AK, CAN)","CAN(AB, BC, NT, YT), USA(AK, AZ, CA, CO, ID, MT, NM, NV, OR, UT, WA, WY)","Monocot","Cyperaceae","Perennial","Graminoid","L48(N)AK(N)CAN(N)","Yes","Spring and Summer","Slow","None","High","No","No","No","Green","No","Green","Dense","Porous","Coarse","Brown","No","Bunch","Moderate",NA,3,"No","No","Long","No","None","No","Erect","None","Yes","Yes","No","Medium","Low","No","Low","Medium","High",85,"None","Medium",4.9,6.7,2700,4800,32,55,12,"None","Tolerant",-33,"Late Spring","Contracting Only","Low","Summer","Summer","No","Yes","No","No","No","No","Yes","No","Yes","No",NA,"Slow","Low","No","Slow","No","No","No",NA,"No","No","No","Low","Low","No","No","Low","No","No"
"407","Carex leptalea","Carex leptalea","CALE10",NA,"CALE10","NA (L48, AK, CAN, SPM)","CAN(AB, BC, LB, MB, NB, NF, NS, NT, NU, ON, PE, QC, SK, YT), FRA(SB), USA(AK, AL, AR, CA, CO, CT, DC, DE, FL, GA, IA, ID, IL, IN, KY, LA, MA, MD, ME, MI, MN, MO, MS, MT, NC, ND, NH, NJ, NM, NY, OH, OK, OR, PA, RI, SC, SD, TN, TX, UT, VA, VT, WA, WI, WV, WY)","Monocot","Cyperaceae","Perennial","Graminoid","L48(N)AK(N)CAN(N)SPM(N)","Yes","Spring and Summer","Slow","None","Medium","No","No","No","Green","No","Green","Moderate","Porous","Fine","Brown","No","Rhizomatous","Moderate",NA,2,"No","No","Moderate","No","None","No","Erect","None","No","Yes","Yes","High","Low","No","None","Medium","High",90,"None","High",4.8,6.9,2700,4800,24,55,8,"None","Tolerant",-33,"Late Spring","No Known Source","Low","Summer","Summer","No","Yes","No","No","No","No","Yes","No","Yes","No",NA,"Slow","Low","No","Moderate","No","No","No",NA,"No","No","No","Low","Low","No","No","Low","No","No"
"408","Carex leptonervia","Carex leptonervia","CALE11",NA,"CALE11","NA (L48, CAN, SPM)","CAN(LB, MB, NB, NF, NS, ON, PE, QC, SK), FRA(SB), USA(CT, IN, KY, MA, MD, ME, MI, MN, NC, NH, NJ, NY, OH, PA, RI, TN, VA, VT, WI, WV)","Monocot","Cyperaceae","Perennial","Graminoid","L48(N)CAN(N)SPM(N)","Yes","Spring and Summer","Slow","None","Medium","No","No","No","Green","No","Green","Moderate","Porous","Medium","Brown","No","Bunch","Moderate",NA,2,"No","No","Moderate","No","None","No","Semi-Erect","None","No","Yes","Yes","Medium","Low","No","Low","Medium","High",85,"None","Medium",5,6.8,4800,11000,34,55,8,"None","Tolerant",-33,"Late Spring","No Known Source","Low","Spring","Summer","No","Yes","No","No","No","No","Yes","No","Yes","No",NA,"Slow","Low","No","None","No","No","No",NA,"No","No","No","Low","Low","No","No","Low","No","No"
"409","Carex limosa","Carex limosa","CALI7",NA,"CALI7","NA (L48, AK, CAN, SPM)","CAN(AB, BC, LB, MB, NB, NF, NS, NT, NU, ON, PE, QC, SK, YT), FRA(SB), USA(AK, CA, CO, CT, DE, IA, ID, IL, IN, MA, ME, MI, MN, MT, ND, NE, NH, NJ, NM, NV, NY, OH, OR, PA, RI, UT, VT, WA, WI, WY)","Monocot","Cyperaceae","Perennial","Graminoid","L48(N)AK(N)CAN(N)SPM(N)","Yes","Spring and Summer","Slow","None","Medium","No","No","No","Green","No","Green","Porous","Porous","Fine","Brown","No","Rhizomatous","Slow",NA,2,"No","No","Long","No","None","No","Erect","None","Yes","Yes","No","High","Medium","Yes","None","Low","High",85,"None","Medium",4.8,7.5,1700,4800,14,46,8,"None","Intolerant",-33,"Late Spring","No Known Source","Low","Spring","Summer","No","Yes","No","No","No","No","Yes","No","Yes","No",NA,"Slow","Low","No","Rapid","No","No","No",NA,"No","No","No","Low","Low","No","No","Low","No","No"
"410","Carex livida","Carex livida","CALI",NA,"CALI","NA (L48, AK, CAN, SPM)","CAN(AB, BC, LB, MB, NB, NF, NS, NT, ON, PE, QC, SK, YT), FRA(SB), USA(AK, CA, CO, CT, ID, IN, MA, ME, MI, MN, MT, NH, NJ, NY, OR, VT, WA, WI, WY)","Monocot","Cyperaceae","Perennial","Graminoid","L48(N)AK(N)CAN(N)SPM(N)","Yes","Summer","Moderate","None","Medium","No","No","No","Green","No","Green","Moderate","Porous","Fine","Brown","No","Rhizomatous","Moderate",NA,1,"No","No","Short","No","None","No","Erect","None","No","No","No","Medium","Medium","Yes","Low","High",NA,120,"None",NA,5,6.5,5120,20000,15,45,12,NA,"Intolerant",-62,"Early Summer",NA,"Medium","Summer","Summer","No","No","No","No","No","No","Yes","Yes","No","No",823186,"Moderate","High","Yes","Moderate","No","No","No",NA,"No","No","No",NA,NA,"No","No",NA,"No","No"
"411","Carex lupulina","Carex lupulina","CALU4",NA,"CALU4","NA (L48, CAN)","CAN(NB, NS, ON, QC), USA(AL, AR, CT, DC, DE, FL, GA, IA, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MS, NC, NE, NH, NJ, NY, OH, OK, PA, RI, SC, TN, TX, VA, VT, WI, WV)","Monocot","Cyperaceae","Perennial","Graminoid","L48(N)CAN(N)","Yes","Spring","Slow","None",NA,"No","No","Yes","Green","No","Green","Porous","Porous","Fine","Yellow","No","Bunch","Moderate",NA,4,"No","No","Long","No","None","No","Erect","None","No","Yes","Yes","Medium","Medium","No","Low","Medium","Low",107,"None","Medium",6.2,7,3450,4800,26,65,18,"None","Intermediate",-38,"Spring","Routinely Available","Medium","Spring","Fall","No","No","No","No","No","No","Yes","No","Yes","No",94696,"Moderate","Medium","No","None","No","No","No",NA,"No","No","No",NA,"Medium","No","No",NA,"No","No"
"412","Carex lurida","Carex lurida","CALU5",NA,"CALU5","NA (L48, CAN)","CAN(LB, NB, NF, NS, ON, PE, QC), USA(AL, AR, CT, DC, DE, FL, GA, IA, IL, IN, KY, LA, MA, MD, ME, MI, MN, MO, MS, NC, NH, NJ, NY, OH, OK, PA, RI, SC, TN, TX, VA, VT, WI, WV)","Monocot","Cyperaceae","Perennial","Graminoid","L48(N)CAN(N)","Yes","Spring","Slow","None",NA,"No","No","Yes","Green","No","Green","Porous","Porous","Fine","Yellow","No","Bunch","Moderate",NA,3,"No","No","Long","No","None","No","Erect","None","Yes","Yes","Yes","Medium","Medium","No","Low","Medium","Medium",120,"None","Medium",4.9,6.8,3450,4800,20,65,16,"None","Intermediate",-33,"Spring","Routinely Available","Medium","Summer","Fall","No","No","No","No","No","No","Yes","No","Yes","No",NA,"Moderate","Medium","No","None","No","No","No",NA,"No","No","No",NA,"Medium","No","No",NA,"No","No"
"413","Carex luzulina","Carex luzulina","CALU7",NA,"CALU7","NA (L48, CAN)","CAN(BC), USA(CA, ID, MT, NV, OR, UT, WA, WY)","Monocot","Cyperaceae","Perennial","Graminoid","L48(N)CAN(N)","Yes","Spring and Summer","Slow","None","Medium","No","No","No","Green","No","Green","Moderate","Porous","Fine","Brown","No","Bunch","Slow",NA,2,"No","No","Long","No","None","No","Erect","None","Yes","Yes","Yes","High","Medium","Yes","None","Low","High",85,"None","High",5.6,7.6,1700,4800,12,24,8,"None","Intolerant",-33,"Late Spring","No Known Source","Low","Summer","Summer","No","Yes","No","No","No","No","Yes","No","Yes","No",NA,"Slow","Low","No","None","No","No","No",NA,"No","No","No","Low","Low","No","No","Low","No","No"
"414","Carex lyngbyei","Carex lyngbyei","CALY3",NA,"CALY3","NA (L48, AK, CAN, GL)","CAN(BC), DEN(GL), USA(AK, CA, OR, WA)","Monocot","Cyperaceae","Perennial","Graminoid","L48(N)AK(N)CAN(N)GL(N)","Yes",NA,"Moderate","None","Medium","No","No","No",NA,"No","Green",NA,NA,"Fine","Brown","No","Rhizomatous",NA,NA,1,"No","No","Short","No","None","No","Erect","None","No","No","No","High",NA,"Yes","Low","High","None",120,"None",NA,5,6,5120,20000,7,140,12,"Medium","Intolerant",-52,NA,NA,NA,"Summer","Summer","No","No","No","No","No","No","Yes","Yes","No","No",823186,NA,"High","Yes","Moderate","No","No","No",NA,"No","No","No",NA,NA,"Yes","No",NA,"No","No"
"415","Carex mariposana","Carex mariposana","CAMA13",NA,"CAMA13","NA (L48)","USA(AZ, CA, ID, NV)","Monocot","Cyperaceae","Perennial","Graminoid","L48(N)","Yes","Spring and Summer","Slow","None","Medium","No","No","No","Yellow","No","Green","Porous","Porous","Medium","Brown","No","Bunch","Slow",NA,2,"No","No","Moderate","No","None","No","Erect","None","Yes","Yes","No","Low","Low","Yes","High","Low","High",130,"None","Low",6,7.7,11000,18000,14,60,9,"None","Tolerant",-13,"Spring","No Known Source","Low","Spring","Summer","No","No","No","No","No","No","Yes","No","Yes","No",NA,"Slow","Low","No","None","No","No","No",NA,"No","No","No","Low","Low","No","No","Low","No","No"
"416","Carex mertensii","Carex mertensii","CAME6",NA,"CAME6","NA (L48, AK, CAN)","CAN(AB, BC), USA(AK, CA, ID, MT, OR, WA)","Monocot","Cyperaceae","Perennial","Graminoid","L48(N)AK(N)CAN(N)","Yes","Spring and Summer","Slow","None","Medium","No","No","No","Purple","No","Green","Moderate","Porous","Medium","Brown","Yes","Rhizomatous","Slow",NA,4,"No","No","Short","No","None","No","Erect","None","Yes","Yes","No","None","Low","No","Medium","Low","High",120,"None","Medium",6,7.7,11000,18000,24,60,9,"None","Tolerant",-28,"Late Spring","Contracting Only","Low","Spring","Summer","No","Yes","No","No","No","No","Yes","No","Yes","No",NA,"Slow","Low","No","Slow","No","No","No",NA,"No","No","No","Low","Low","No","No","Low","No","No"
"417","Carex microptera","Carex microptera","CAMI7",NA,"CAMI7","NA (L48, CAN)","CAN(AB, BC, MB, NT, SK, YT), USA(AZ, CA, CO, ID, MT, NM, NV, OR, SD, UT, WA, WY)","Monocot","Cyperaceae","Perennial","Graminoid","L48(N)CAN(N)","Yes","Spring and Summer","Slow","None","Medium","No","No","No","Green","No","Green","Porous","Porous","Fine","Brown","No","Bunch","Slow",NA,2,"No","No","Long","No","None","No","Erect","None","Yes","Yes","No","High","Medium","Yes","None","Low","High",85,"None","High",5.6,7.4,1700,4800,10,24,8,"None","Intolerant",-33,"Late Spring","Routinely Available","Low","Summer","Summer","No","Yes","No","No","No","No","Yes","No","Yes","No",NA,"Slow","Low","No","None","No","No","No",NA,"No","No","No","Low","Low","No","No","Low","No","No"
"418","Carex molesta","Carex molesta","CAMO11",NA,"CAMO11","NA (L48, CAN)","CAN(ON, QC), USA(AL, AR, CA, CO, CT, DC, DE, FL, IA, IL, IN, KS, KY, LA, MA, MD, MI, MN, MO, MS, ND, NE, NJ, NY, OH, PA, SD, TN, VA, VT, WI, WV)","Monocot","Cyperaceae","Perennial","Graminoid","L48(N)CAN(N)","Yes","Spring and Summer","Slow","None","Medium","No","No","No","Green","No","Green","Moderate","Porous","Fine","Brown","No","Bunch","Slow",NA,3,"No","No","Long","No","None","No","Erect","None","Yes","Yes","Yes","High","Low","No","Medium","Low","High",85,"None","Medium",4.9,7,2700,4800,24,55,10,"None","Intolerant",-38,"Late Spring","Routinely Available","Low","Summer","Summer","No","Yes","No","No","No","No","Yes","No","Yes","No",NA,"Slow","Low","No","Slow","No","No","No",NA,"No","No","No","Low","Low","No","No","Low","No","No"
"419","Carex muskingumensis","Carex muskingumensis","CAMU9",NA,"CAMU9","NA (L48, CAN)","CAN(ON), USA(AR, IA, IL, IN, KS, KY, MI, MN, MO, OH, OK, TN, WI)","Monocot","Cyperaceae","Perennial","Graminoid","L48(N)CAN(N)","Yes","Spring, Summer, Fall","Slow","None","Medium","No","No","No","Green","No","Green","Moderate","Porous","Fine","Brown","No","Bunch","Slow",NA,3,"No","No","Moderate","No","None","No","Erect","None","No","Yes","Yes","High","Low","No","None","Medium","High",85,"None","High",4.7,6.9,2700,4800,36,60,8,"None","Tolerant",-33,"Late Spring","Routinely Available","Low","Summer","Fall","No","Yes","No","No","No","No","Yes","No","Yes","No",NA,"Slow","Low","No","Slow","No","No","No",NA,"No","No","No","Low","Low","No","No","Low","No","No"
"420","Carex nebrascensis","Carex nebrascensis","CANE2",NA,"CANE2","NA (L48, CAN)","CAN(AB, SK), USA(AZ, CA, CO, ID, IL, KS, MO, MT, ND, NE, NM, NV, OR, PA, SD, UT, WA, WI, WY)","Monocot","Cyperaceae","Perennial","Graminoid","L48(N)CAN(N)","Yes","Spring and Summer","Moderate","None","Medium","No","No","No","Green","No","Gray-Green","Moderate","Porous","Medium","Brown","No","Rhizomatous","Moderate",NA,3,"No","No","Long","No","None","No","Erect","None","Yes","Yes","Yes","High","Medium","Yes","None","Low","High",85,"None","High",5.7,7.4,1700,4800,14,32,10,"Low","Intolerant",-38,"Late Spring","Routinely Available","Medium","Summer","Fall","No","Yes","No","No","No","No","Yes","No","Yes","No",NA,"Slow","Low","No","Moderate","No","No","No",NA,"No","No","No","Medium","High","No","No","Medium","No","No"
