"","genus","ResolvedName","csr_c","csr_r","usda_habit","usda_growth","usda_allelo","usda_lifespan","usda_nitro","usda_toxic","hyb_prop","hyb_ratio","gpi_inv_cong","gpi_inv_else","will_rangesize","will_preciprange","will_phrange"
"1102","Philadelphus","Philadelphus microphyllus",NA,NA,"Shrub","Moderate","No","Moderate","None","None",0,0,FALSE,FALSE,9.3e+11,1662,7.460000396
"1103","Phlox","Phlox adsurgens",NA,NA,NA,NA,NA,NA,NA,NA,0.408163265,0.1,FALSE,FALSE,99054227704,4284.919769,4.179999828
"1104","Phlox","Phlox diffusa",NA,NA,"Subshrub, Forb/herb","Slow","No","Moderate","None","None",0.408163265,0.1,FALSE,FALSE,NA,NA,NA
"1105","Phlox","Phlox douglasii",NA,NA,NA,NA,NA,NA,NA,NA,0.408163265,0.1,FALSE,FALSE,NA,NA,NA
"1106","Phlox","Phlox hoodii subsp. muscoides",NA,NA,NA,NA,NA,NA,NA,NA,0.408163265,0.1,FALSE,FALSE,NA,NA,NA
"1107","Phlox","Phlox pulvinata",NA,NA,NA,NA,NA,NA,NA,NA,0.408163265,0.1,FALSE,FALSE,7.82e+11,3871.26001,7.460000396
"1108","Phlox","Phlox speciosa",9.94714748517086,5.02284845228456,NA,NA,NA,NA,NA,NA,0.408163265,0.1,FALSE,FALSE,NA,NA,NA
"1109","Phyla","Phyla nodiflora",NA,NA,"Forb/herb","Rapid","No","Moderate","None","None",NA,NA,TRUE,TRUE,NA,NA,NA
"1110","Physaria","Physaria occidentalis subsp. occidentalis",NA,NA,NA,NA,NA,NA,NA,NA,0,0,FALSE,FALSE,4.44e+11,3824.220009,5.080000401
"1111","Physaria","Physaria occidentalis subsp. occidentalis",NA,NA,NA,NA,NA,NA,NA,NA,0.378787879,0.060606061,FALSE,FALSE,4.44e+11,3824.220009,5.080000401
"1112","Physocarpus","Physocarpus capitatus",NA,NA,"Shrub","Rapid","No","Long","None","None",0,0,TRUE,FALSE,NA,NA,NA
"1113","Picea","Picea sitchensis",NA,NA,"Tree","Moderate","No","Long","None","None",0,0,TRUE,TRUE,NA,NA,NA
"1114","Pickeringia","Pickeringia montana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,2.12e+11,2816.839951,4.999999523
"1115","Pinus","Pinus attenuata",NA,NA,NA,NA,NA,NA,NA,NA,0.216216216,0.08,TRUE,FALSE,2.87e+11,4485.899765,5.819999933
"1116","Pinus","Pinus contorta",NA,NA,"Tree","Rapid","No","Long","None","None",0.216216216,0.08,TRUE,TRUE,NA,NA,NA
"1117","Pinus","Pinus contorta var. contorta",NA,NA,"Tree","Rapid","No","Moderate","None","None",0.216216216,0.08,TRUE,FALSE,NA,NA,NA
"1118","Pinus","Pinus coulteri",NA,NA,"Tree","Slow","No","Moderate","None","None",0.216216216,0.08,TRUE,FALSE,1.5e+11,1822.35997,4.999999523
"1119","Pinus","Pinus edulis",NA,NA,"Tree","Slow","Yes","Long","None","None",0.216216216,0.08,TRUE,FALSE,8.46e+11,1739.950058,7.460000396
"1120","Pinus","Pinus jeffreyi",NA,NA,"Tree","Rapid","No","Long","None","None",0.216216216,0.08,TRUE,FALSE,4.07e+11,4505.009766,5.819999933
"1121","Pinus","Pinus lambertiana",NA,NA,"Tree","Rapid","No","Long","None","None",0.216216216,0.08,TRUE,FALSE,4.3e+11,4485.899765,5.819999933
"1122","Pinus","Pinus monophylla",NA,NA,"Tree","Slow","Yes","Long","None","Slight",0.216216216,0.08,TRUE,FALSE,NA,NA,NA
"1123","Pinus","Pinus muricata",NA,NA,"Tree","Rapid","No","Moderate","None","None",0.216216216,0.08,TRUE,TRUE,NA,NA,NA
"1124","Pinus","Pinus ponderosa",8.99934347272442,0,"Tree","Moderate","No","Long","None","None",0.216216216,0.08,TRUE,TRUE,NA,NA,NA
"1125","Pinus","Pinus radiata",NA,NA,"Tree","Rapid","No","Moderate","None","None",0.216216216,0.08,TRUE,TRUE,NA,NA,NA
"1126","Pinus","Pinus sabiniana",NA,NA,"Tree","Slow","No","Moderate","None","None",0.216216216,0.08,TRUE,FALSE,NA,NA,NA
"1127","Pinus","Pinus torreyana",NA,NA,NA,NA,NA,NA,NA,NA,0.216216216,0.08,TRUE,FALSE,17984626219,1097.469971,2.789999962
"1128","Plantago","Plantago elongata",NA,NA,NA,NA,NA,NA,NA,NA,0,0,TRUE,FALSE,NA,NA,NA
"1129","Plantago","Plantago elongata",NA,NA,NA,NA,NA,NA,NA,NA,0.131967086,0.074561404,TRUE,FALSE,NA,NA,NA
"1130","Plantago","Plantago erecta",NA,NA,NA,NA,NA,NA,NA,NA,0,0,TRUE,FALSE,3.7e+11,4505.009766,5.719999552
"1131","Plantago","Plantago erecta",NA,NA,NA,NA,NA,NA,NA,NA,0.131967086,0.074561404,TRUE,FALSE,3.7e+11,4505.009766,5.719999552
"1132","Plantago","Plantago subnuda",NA,NA,NA,NA,NA,NA,NA,NA,0,0,TRUE,FALSE,NA,NA,NA
"1133","Plantago","Plantago subnuda",NA,NA,NA,NA,NA,NA,NA,NA,0.131967086,0.074561404,TRUE,FALSE,NA,NA,NA
"1134","Platanthera","Platanthera dilatata var. leucostachys",NA,NA,NA,NA,NA,NA,NA,NA,0,0,FALSE,FALSE,NA,NA,NA
"1135","Platanthera","Platanthera dilatata var. leucostachys",NA,NA,NA,NA,NA,NA,NA,NA,1.333333333,0.16,FALSE,FALSE,NA,NA,NA
"1136","Platanus","Platanus racemosa",NA,NA,"Tree","Slow","No","Long","None","None",NA,NA,TRUE,FALSE,2.53e+11,2816.839951,5.719999552
"1137","Platystemon","Platystemon californicus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,5.41e+11,4505.009766,7.399999976
"1138","Pluchea","Pluchea odorata",NA,NA,"Forb/herb, Subshrub","Moderate","No","Short","Low","None",2.222222222,0.1,TRUE,FALSE,NA,NA,NA
"1139","Pluchea","Pluchea sericea",NA,NA,NA,NA,NA,NA,NA,NA,2.222222222,0.1,TRUE,TRUE,NA,NA,NA
"1140","Poa","Poa secunda",NA,NA,"Graminoid","Rapid","No","Long","None","None",0,0,TRUE,FALSE,NA,NA,NA
"1141","Poa","Poa secunda",NA,NA,"Graminoid","Rapid","No","Long","None","None",0.116245278,0.107526882,TRUE,FALSE,NA,NA,NA
"1142","Pogogyne","Pogogyne douglasii",NA,NA,NA,NA,NA,NA,NA,NA,0,0,FALSE,FALSE,99124080225,2787.54995,5.719999552
"1143","Polygonum","Polygonum paronychia",NA,NA,NA,NA,NA,NA,NA,NA,0.02920774,0.024096386,TRUE,FALSE,NA,NA,NA
"1144","Polypodium","Polypodium californicum",NA,NA,NA,NA,NA,NA,NA,NA,6.666666667,0.5,FALSE,FALSE,1.62e+11,2816.839951,4.999999523
"1145","Polypodium","Polypodium plesiosorum var. plesiosorum",NA,NA,NA,NA,NA,NA,NA,NA,6.666666667,0.5,FALSE,FALSE,NA,NA,NA
"1146","Polypodium","Polypodium scouleri",NA,NA,NA,NA,NA,NA,NA,NA,6.666666667,0.5,FALSE,FALSE,NA,NA,NA
"1147","Polystichum","Polystichum munitum",NA,NA,"Forb/herb","Moderate","No","Long","None","None",4.666666667,0.56,FALSE,FALSE,NA,NA,NA
"1148","Populus","Populus fremontii",NA,NA,"Tree","Rapid","No","Moderate","None","None",2.43902439,0.5,TRUE,FALSE,1.08e+12,3978.389893,7.460000396
"1149","Populus","Populus tremuloides",25.5314278740329,17.7120203008532,"Tree","Rapid","No","Short","None","None",2.43902439,0.5,TRUE,TRUE,NA,NA,NA
"1150","Populus","Populus trichocarpa",NA,NA,NA,NA,NA,NA,NA,NA,2.43902439,0.5,TRUE,FALSE,NA,NA,NA
"1151","Potentilla","Potentilla anserina",67.5032576120808,16.26977448678,NA,NA,NA,NA,NA,NA,0.163203816,0.145251397,TRUE,FALSE,NA,NA,NA
"1152","Potentilla","Potentilla glaucophylla",NA,NA,NA,NA,NA,NA,NA,NA,0.163203816,0.145251397,TRUE,FALSE,NA,NA,NA
"1153","Potentilla","Potentilla gracilis",NA,NA,"Subshrub, Forb/herb","Moderate","No","Moderate","None","None",0.163203816,0.145251397,TRUE,FALSE,NA,NA,NA
"1154","Primula","Primula clevelandii",NA,NA,NA,NA,NA,NA,NA,NA,0,0,TRUE,FALSE,2.37e+11,2816.839951,5.719999552
"1155","Primula","Primula clevelandii",NA,NA,NA,NA,NA,NA,NA,NA,0.784313725,0.196078431,TRUE,FALSE,2.37e+11,2816.839951,5.719999552
"1156","Primula","Primula hendersonii",NA,NA,NA,NA,NA,NA,NA,NA,0,0,TRUE,FALSE,NA,NA,NA
"1157","Primula","Primula hendersonii",NA,NA,NA,NA,NA,NA,NA,NA,0.784313725,0.196078431,TRUE,FALSE,NA,NA,NA
"1158","Prosartes","Prosartes hookeri",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA
"1159","Prosartes","Prosartes smithii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA
"1160","Prunella","Prunella vulgaris",12.5451597626635,33.4691199845385,"Forb/herb","Rapid","No","Moderate","None","None",2.222222222,0.1,TRUE,TRUE,NA,NA,NA
"1161","Prunella","Prunella vulgaris subsp. lanceolata",NA,NA,NA,NA,NA,NA,NA,NA,2.222222222,0.1,TRUE,FALSE,NA,NA,NA
"1162","Prunus","Prunus andersonii",NA,NA,NA,NA,NA,NA,NA,NA,0.240891298,0.097560976,TRUE,FALSE,2.77e+11,2835.949951,5.080000401
"1163","Prunus","Prunus fasciculata",NA,NA,"Shrub","Slow","No","Moderate","None","Slight",0.240891298,0.097560976,TRUE,FALSE,4.43e+11,1396.719971,7.460000396
"1164","Prunus","Prunus ilicifolia",NA,NA,NA,NA,NA,NA,NA,NA,0.240891298,0.097560976,TRUE,FALSE,1.59e+11,1424.10997,4.559999466
"1165","Prunus","Prunus ilicifolia var. occidentalis",NA,NA,"Tree, Shrub","Rapid","No","Moderate","None","None",0.240891298,0.097560976,TRUE,FALSE,NA,NA,NA
"1166","Prunus","Prunus virginiana",NA,NA,"Tree, Shrub","Rapid","Yes","Short","None","Severe",0.240891298,0.097560976,TRUE,FALSE,NA,NA,NA
"1167","Prunus","Prunus virginiana var. demissa",NA,NA,"Tree, Shrub","Rapid","No","Short","None","Severe",0.240891298,0.097560976,TRUE,FALSE,NA,NA,NA
"1168","Pseudognaphalium","Pseudognaphalium beneolens",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA
"1169","Pseudognaphalium","Pseudognaphalium californicum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,3.06e+11,4606.559921,5.719999552
"1170","Pseudognaphalium","Pseudognaphalium canescens",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA
"1171","Pseudognaphalium","Pseudognaphalium microcephalum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA
"1172","Pseudotsuga","Pseudotsuga macrocarpa",NA,NA,"Tree","Moderate","No","Long","None","None",0,0,TRUE,FALSE,1.27e+11,1233.060043,4.559999466
"1173","Pseudotsuga","Pseudotsuga menziesii",NA,NA,"Tree","Moderate","No","Long","None","None",0,0,TRUE,TRUE,NA,NA,NA
"1174","Ptelea","Ptelea crenulata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,1.44e+11,3775.790009,5.719999552
"1175","Pteridium","Pteridium aquilinum",80.8856881736798,5.75484278549672,"Forb/herb","Moderate","No","Moderate","None","Slight",NA,NA,TRUE,TRUE,NA,NA,NA
"1176","Purshia","Purshia tridentata",NA,NA,"Shrub","Rapid","No","Long","Low","None",33.33333333,0.5,FALSE,FALSE,NA,NA,NA
"1177","Pycnanthemum","Pycnanthemum californicum",NA,NA,NA,NA,NA,NA,NA,NA,0,0,FALSE,FALSE,1.81e+11,3959.279892,5.719999552
"1178","Quercus","Quercus agrifolia",NA,NA,"Tree, Shrub","Slow","No","Long","None","None",1.865203762,0.811363636,TRUE,FALSE,2.03e+11,2283.589951,5.719999552
"1179","Quercus","Quercus berberidifolia",NA,NA,NA,NA,NA,NA,NA,NA,1.865203762,0.811363636,TRUE,FALSE,2.5e+11,3959.279892,5.719999552
"1180","Quercus","Quercus chrysolepis",NA,NA,"Shrub, Tree","Slow","No","Long","None","None",1.865203762,0.811363636,TRUE,FALSE,6.08e+11,4505.009766,7.360000014
"1181","Quercus","Quercus douglasii",NA,NA,"Tree","Slow","No","Long","None","None",1.865203762,0.811363636,TRUE,FALSE,2.19e+11,2787.54995,5.719999552
"1182","Quercus","Quercus dumosa",NA,NA,"Tree, Shrub","Slow","No","Long","None","None",1.865203762,0.811363636,TRUE,FALSE,1.87e+11,2816.839951,4.559999466
"1183","Quercus","Quercus durata",NA,NA,NA,NA,NA,NA,NA,NA,1.865203762,0.811363636,TRUE,FALSE,2.06e+11,2816.839951,5.719999552
"1184","Quercus","Quercus engelmannii",NA,NA,NA,NA,NA,NA,NA,NA,1.865203762,0.811363636,TRUE,FALSE,42129517387,1109.970016,4.559999466
"1185","Quercus","Quercus garryana",NA,NA,"Tree, Shrub","Slow","No","Long","None","Slight",1.865203762,0.811363636,TRUE,FALSE,NA,NA,NA
"1186","Quercus","Quercus garryana var. fruticosa",NA,NA,NA,NA,NA,NA,NA,NA,1.865203762,0.811363636,TRUE,FALSE,NA,NA,NA
"1187","Quercus","Quercus kelloggii",NA,NA,"Tree, Shrub","Slow","No","Long","None","None",1.865203762,0.811363636,TRUE,FALSE,4.21e+11,4505.009766,5.819999933
"1188","Quercus","Quercus lobata",NA,NA,"Tree","Rapid","No","Moderate","None","None",1.865203762,0.811363636,TRUE,FALSE,2.31e+11,2802.949951,5.719999552
"1189","Quercus","Quercus tomentella",NA,NA,NA,NA,NA,NA,NA,NA,1.865203762,0.811363636,TRUE,FALSE,22366616920,1156.700043,4.559999466
"1190","Quercus","Quercus wislizeni",NA,NA,NA,NA,NA,NA,NA,NA,1.865203762,0.811363636,TRUE,FALSE,3.4e+11,3978.389893,5.719999552
"1191","Ranunculus","Ranunculus californicus",NA,NA,NA,NA,NA,NA,NA,NA,2.222222222,0.1,TRUE,FALSE,NA,NA,NA
"1192","Ranunculus","Ranunculus californicus",NA,NA,NA,NA,NA,NA,NA,NA,0.044003432,0.066225166,TRUE,FALSE,NA,NA,NA
"1193","Halerpestes","Halerpestes cymbalaria",NA,NA,"Forb/herb","Moderate","No","Moderate","None","None",NA,NA,FALSE,FALSE,NA,NA,NA
"1194","Rhamnus","Rhamnus crocea",NA,NA,"Shrub, Tree","Slow","No","Moderate","None","None",0.189393939,0.03030303,TRUE,FALSE,3.44e+11,2278.529953,7.399999976
"1195","Rhamnus","Rhamnus crocea subsp. ilicifolia",NA,NA,NA,NA,NA,NA,NA,NA,0.189393939,0.03030303,TRUE,FALSE,5.56e+11,3986.799911,7.399999976
"1196","Rhododendron","Rhododendron macrophyllum",NA,NA,"Shrub, Tree","Moderate","No","Moderate","None","Moderate",0,0,TRUE,FALSE,NA,NA,NA
"1197","Rhododendron","Rhododendron occidentale",NA,NA,"Shrub","Moderate","No","Moderate","None","Moderate",0,0,TRUE,FALSE,2.6e+11,4480.839767,5.719999552
"1198","Rhus","Rhus aromatica",NA,NA,NA,NA,NA,NA,NA,NA,1.470588235,0.117647059,TRUE,FALSE,NA,NA,NA
"1199","Rhus","Rhus trilobata",NA,NA,"Shrub","Moderate","No","Moderate","None","Slight",1.470588235,0.117647059,TRUE,FALSE,NA,NA,NA
"1200","Rhus","Rhus integrifolia",NA,NA,NA,NA,NA,NA,NA,NA,1.470588235,0.117647059,TRUE,FALSE,1.22e+11,1822.35997,4.559999466
"1201","Rhus","Rhus ovata",NA,NA,"Tree, Shrub","Moderate","No","Long","None","None",1.470588235,0.117647059,TRUE,FALSE,2.82e+11,1233.060043,7.399999976
"1202","Ribes","Ribes amarum",NA,NA,NA,NA,NA,NA,NA,NA,0.088157508,0.036144578,TRUE,FALSE,1.55e+11,2816.839951,5.719999552
"1203","Ribes","Ribes aureum",NA,NA,"Shrub","Moderate","No","Long","None","None",0.088157508,0.036144578,TRUE,FALSE,NA,NA,NA
"1204","Ribes","Ribes aureum var. gracillimum",NA,NA,NA,NA,NA,NA,NA,NA,0.088157508,0.036144578,TRUE,FALSE,NA,NA,NA
"1205","Ribes","Ribes californicum",NA,NA,NA,NA,NA,NA,NA,NA,0.088157508,0.036144578,TRUE,FALSE,1.33e+11,3954.219894,4.999999523
"1206","Ribes","Ribes cereum",NA,NA,"Shrub","Rapid","No","Moderate","None","None",0.088157508,0.036144578,TRUE,FALSE,NA,NA,NA
"1207","Ribes","Ribes divaricatum",NA,NA,NA,NA,NA,NA,NA,NA,0.088157508,0.036144578,TRUE,FALSE,NA,NA,NA
"1208","Ribes","Ribes indecorum",NA,NA,NA,NA,NA,NA,NA,NA,0.088157508,0.036144578,TRUE,FALSE,1.06e+11,1233.060043,4.559999466
"1209","Ribes","Ribes malvaceum",NA,NA,NA,NA,NA,NA,NA,NA,0.088157508,0.036144578,TRUE,FALSE,2.23e+11,2816.839951,5.719999552
"1210","Ribes","Ribes menziesii",NA,NA,NA,NA,NA,NA,NA,NA,0.088157508,0.036144578,TRUE,FALSE,1.57e+11,4456.609764,4.999999523
"1211","Ribes","Ribes nevadense",NA,NA,"Shrub","Moderate","No","Long","None","None",0.088157508,0.036144578,TRUE,FALSE,3.28e+11,4005.909912,5.819999933
"1212","Ribes","Ribes quercetorum",NA,NA,NA,NA,NA,NA,NA,NA,0.088157508,0.036144578,TRUE,FALSE,2.05e+11,1637.830002,5.859999895
"1213","Ribes","Ribes roezlii",NA,NA,"Shrub","Moderate","No","Long","None","None",0.088157508,0.036144578,TRUE,FALSE,3.5e+11,4485.899765,5.819999933
"1214","Ribes","Ribes roezlii var. cruentum",NA,NA,NA,NA,NA,NA,NA,NA,0.088157508,0.036144578,TRUE,FALSE,1.39e+11,4340.929764,4.679999828
"1215","Ribes","Ribes sanguineum",NA,NA,"Shrub","Moderate","No","Long","None","None",0.088157508,0.036144578,TRUE,FALSE,NA,NA,NA
"1216","Ribes","Ribes sanguineum var. glutinosum",NA,NA,NA,NA,NA,NA,NA,NA,0.088157508,0.036144578,TRUE,FALSE,NA,NA,NA
"1217","Ribes","Ribes sanguineum var. sanguineum",NA,NA,NA,NA,NA,NA,NA,NA,0.088157508,0.036144578,TRUE,FALSE,NA,NA,NA
"1218","Ribes","Ribes speciosum",NA,NA,NA,NA,NA,NA,NA,NA,0.088157508,0.036144578,TRUE,FALSE,76287185908,1306.500046,4.559999466
"1219","Ribes","Ribes thacherianum",NA,NA,NA,NA,NA,NA,NA,NA,0.088157508,0.036144578,TRUE,FALSE,7083976828,987.9699707,2.550000191
"1220","Ribes","Ribes viburnifolium",NA,NA,"Shrub","Rapid","No","Short","None","None",0.088157508,0.036144578,TRUE,FALSE,21411321167,1101.140015,4.559999466
"1221","Romanzoffia","Romanzoffia californica",NA,NA,NA,NA,NA,NA,NA,NA,0,0,FALSE,FALSE,1.18e+11,4405.579926,4.630000114
"1222","Romneya","Romneya coulteri",NA,NA,NA,NA,NA,NA,NA,NA,0,0,FALSE,FALSE,NA,NA,NA
"1223","Romneya","Romneya trichocalyx",NA,NA,NA,NA,NA,NA,NA,NA,0,0,FALSE,FALSE,NA,NA,NA
"1224","Rosa","Rosa californica",NA,NA,"Subshrub","Rapid","No","Short","None","None",1.171624714,0.667826087,TRUE,FALSE,3.34e+11,3992.190048,5.819999933
"1225","Rosa","Rosa gymnocarpa",NA,NA,"Subshrub","Moderate","No","Long","None","None",1.171624714,0.667826087,TRUE,FALSE,NA,NA,NA
"1226","Rosa","Rosa minutifolia",NA,NA,NA,NA,NA,NA,NA,NA,1.171624714,0.667826087,TRUE,FALSE,10900649391,723.7700195,2.480000019
"1227","Rosa","Rosa nutkana",NA,NA,"Subshrub","Rapid","No","Moderate","None","None",1.171624714,0.667826087,TRUE,FALSE,NA,NA,NA
"1228","Rosa","Rosa nutkana subsp. nutkana",NA,NA,NA,NA,NA,NA,NA,NA,1.171624714,0.667826087,TRUE,FALSE,NA,NA,NA
"1229","Rosa","Rosa woodsii",18.419309001174,18.1387269144157,"Subshrub","Rapid","No","Long","None","None",1.171624714,0.667826087,TRUE,FALSE,NA,NA,NA
"1230","Rosa","Rosa woodsii subsp. ultramontana",NA,NA,NA,NA,NA,NA,NA,NA,1.171624714,0.667826087,TRUE,FALSE,NA,NA,NA
"1231","Rubus","Rubus glaucifolius",NA,NA,NA,NA,NA,NA,NA,NA,0.06483085,0.181850534,TRUE,FALSE,1.29e+11,3838.26001,5.719999552
"1232","Rubus","Rubus leucodermis",NA,NA,"Subshrub, Vine","Rapid","No","Short","None","None",0.06483085,0.181850534,TRUE,FALSE,NA,NA,NA
"1233","Rubus","Rubus parviflorus",NA,NA,"Subshrub","Rapid","No","Moderate","None","None",0.06483085,0.181850534,TRUE,TRUE,NA,NA,NA
"1234","Rubus","Rubus spectabilis",NA,NA,"Vine, Subshrub","Moderate","No","Moderate","None","None",0.06483085,0.181850534,TRUE,TRUE,NA,NA,NA
"1235","Rubus","Rubus ursinus",NA,NA,"Subshrub","Rapid","No","Short","None","None",0.06483085,0.181850534,TRUE,FALSE,NA,NA,NA
"1236","Rudbeckia","Rudbeckia californica",NA,NA,NA,NA,NA,NA,NA,NA,0,0,TRUE,FALSE,76552002535,2787.54995,5.719999552
"1237","Rudbeckia","Rudbeckia occidentalis",NA,NA,NA,NA,NA,NA,NA,NA,0,0,TRUE,FALSE,6.74e+11,4570.639923,7.460000396
"1238","Rumex","Rumex occidentalis",NA,NA,NA,NA,NA,NA,NA,NA,0.593395253,0.450980392,TRUE,FALSE,NA,NA,NA
"1239","Rumex","Rumex salicifolius",NA,NA,NA,NA,NA,NA,NA,NA,0.593395253,0.450980392,TRUE,FALSE,NA,NA,NA
"1240","Salicornia","Salicornia pacifica",NA,NA,NA,NA,NA,NA,NA,NA,0.790513834,0.086956522,FALSE,FALSE,16812948556,4837.559967,2.820000172
"1241","Salicornia","Salicornia pacifica",NA,NA,NA,NA,NA,NA,NA,NA,0,0,FALSE,FALSE,16812948556,4837.559967,2.820000172
"1242","Salix","Salix bebbiana",NA,NA,"Tree, Shrub","Moderate","No","Moderate","None","None",0.594652598,0.627358491,TRUE,FALSE,NA,NA,NA
"1243","Salix","Salix boothii",NA,NA,"Shrub","Rapid","No","Moderate","None","None",0.594652598,0.627358491,TRUE,FALSE,NA,NA,NA
"1244","Salix","Salix breweri",NA,NA,NA,NA,NA,NA,NA,NA,0.594652598,0.627358491,TRUE,FALSE,44053656679,2134.409958,5.24000001
"1245","Salix","Salix delnortensis",NA,NA,NA,NA,NA,NA,NA,NA,0.594652598,0.627358491,TRUE,FALSE,27329622936,4284.919769,4.179999828
"1246","Salix","Salix drummondiana",NA,NA,"Shrub","Rapid","No","Long","None","None",0.594652598,0.627358491,TRUE,FALSE,NA,NA,NA
"1247","Salix","Salix eastwoodiae",NA,NA,NA,NA,NA,NA,NA,NA,0.594652598,0.627358491,TRUE,FALSE,4.28e+11,3978.389893,5.920000315
"1248","Salix","Salix exigua",NA,NA,"Tree, Shrub","Rapid","No","Moderate","None","None",0.594652598,0.627358491,TRUE,FALSE,NA,NA,NA
"1249","Salix","Salix exigua var. exigua",NA,NA,NA,NA,NA,NA,NA,NA,0.594652598,0.627358491,TRUE,FALSE,NA,NA,NA
"1250","Salix","Salix exigua var. hindsiana",NA,NA,NA,NA,NA,NA,NA,NA,0.594652598,0.627358491,TRUE,FALSE,NA,NA,NA
"1251","Salix","Salix geyeriana",NA,NA,"Tree, Shrub","Rapid","No","Moderate","None","None",0.594652598,0.627358491,TRUE,FALSE,NA,NA,NA
"1252","Salix","Salix gooddingii",NA,NA,"Tree","Rapid","No","Moderate","None","None",0.594652598,0.627358491,TRUE,FALSE,1.02e+12,2835.949951,7.460000396
"1253","Salix","Salix hookeriana",NA,NA,"Tree, Shrub","Moderate","No","Moderate","None","None",0.594652598,0.627358491,TRUE,FALSE,NA,NA,NA
"1254","Salix","Salix laevigata",NA,NA,NA,NA,NA,NA,NA,NA,0.594652598,0.627358491,TRUE,FALSE,7e+11,3978.389893,7.460000396
"1255","Salix","Salix lasiandra",NA,NA,"Tree, Shrub","Moderate","No","Moderate","None","None",0.594652598,0.627358491,TRUE,FALSE,NA,NA,NA
"1256","Salix","Salix lasiandra var. lasiandra",NA,NA,NA,NA,NA,NA,NA,NA,0.594652598,0.627358491,TRUE,FALSE,NA,NA,NA
"1257","Salix","Salix lasiolepis",NA,NA,"Tree, Shrub","Moderate","No","Moderate","None","None",0.594652598,0.627358491,TRUE,FALSE,1.37e+12,4505.009766,7.460000396
"1258","Salix","Salix lemmonii",NA,NA,"Shrub","Rapid","No","Long","None","None",0.594652598,0.627358491,TRUE,FALSE,NA,NA,NA
"1259","Salix","Salix ligulifolia",NA,NA,"Shrub, Tree","Moderate","No","Moderate","None","None",0.594652598,0.627358491,TRUE,FALSE,5.67e+11,2759.65995,7.360000014
"1260","Salix","Salix lutea",NA,NA,"Tree, Shrub","Rapid","No","Moderate","None","None",0.594652598,0.627358491,TRUE,FALSE,NA,NA,NA
"1261","Salix","Salix melanopsis",NA,NA,NA,NA,NA,NA,NA,NA,0.594652598,0.627358491,TRUE,FALSE,NA,NA,NA
"1262","Salix","Salix orestera",NA,NA,"Shrub","Rapid","No","Moderate","None","None",0.594652598,0.627358491,TRUE,FALSE,3.55e+11,3871.26001,5.920000315
"1263","Salix","Salix petrophila",NA,NA,NA,NA,NA,NA,NA,NA,0.594652598,0.627358491,TRUE,FALSE,NA,NA,NA
"1264","Salix","Salix planifolia",NA,NA,"Tree, Subshrub, Shrub","Rapid","No","Moderate","None","None",0.594652598,0.627358491,TRUE,FALSE,NA,NA,NA
"1265","Salix","Salix prolixa",NA,NA,"Tree, Shrub","Moderate","No","Short","None","None",0.594652598,0.627358491,TRUE,FALSE,NA,NA,NA
"1266","Salix","Salix scouleriana",NA,NA,"Tree, Shrub","Rapid","No","Moderate","None","None",0.594652598,0.627358491,TRUE,FALSE,NA,NA,NA
"1267","Salix","Salix sitchensis",NA,NA,"Tree, Shrub","Rapid","No","Moderate","None","None",0.594652598,0.627358491,TRUE,FALSE,NA,NA,NA
"1268","Salix","Salix tracyi",NA,NA,NA,NA,NA,NA,NA,NA,0.594652598,0.627358491,TRUE,FALSE,4244083284,3315.369934,1.230000019
"1269","Salvia","Salvia apiana",NA,NA,NA,NA,NA,NA,NA,NA,0.101577118,0.043678161,TRUE,FALSE,NA,NA,NA
"1270","Salvia","Salvia brandegeei",NA,NA,NA,NA,NA,NA,NA,NA,0.101577118,0.043678161,TRUE,FALSE,7083976828,987.9699707,2.550000191
"1271","Salvia","Salvia carduacea",NA,NA,NA,NA,NA,NA,NA,NA,0.101577118,0.043678161,TRUE,FALSE,1.99e+11,1489.249985,5.719999552
"1272","Salvia","Salvia cedrosensis",NA,NA,NA,NA,NA,NA,NA,NA,0.101577118,0.043678161,TRUE,FALSE,NA,NA,NA
"1273","Salvia","Salvia clevelandii",NA,NA,NA,NA,NA,NA,NA,NA,0.101577118,0.043678161,TRUE,FALSE,40076222618,1109.970016,4.559999466
"1274","Salvia","Salvia columbariae",NA,NA,NA,NA,NA,NA,NA,NA,0.101577118,0.043678161,TRUE,FALSE,6.11e+11,2835.949951,7.460000396
"1275","Salvia","Salvia dorrii",NA,NA,"Subshrub, Shrub","Moderate","No","Short","None","None",0.101577118,0.043678161,TRUE,FALSE,9.1e+11,3871.26001,7.460000396
