"","genus","ResolvedName","csr_c","csr_r","usda_habit","usda_growth","usda_allelo","usda_lifespan","usda_nitro","usda_toxic","hyb_prop","hyb_ratio","gpi_inv_cong","gpi_inv_else","will_rangesize","will_preciprange","will_phrange","reg_native","gir_nuisance","Seed_Dispersal_Category"
"1760","Dichelostemma","Dichelostemma congestum",NA,NA,NA,NA,NA,NA,NA,NA,20,0.4,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,"Autochory"
"1761","Dichelostemma","Dichelostemma volubile",NA,NA,NA,NA,NA,NA,NA,NA,20,0.4,FALSE,FALSE,1.23e+11,2787.54995,5.719999552,FALSE,FALSE,NA
"1762","Diospyros","Diospyros virginiana",12.7725681874267,6.59006641102892,"Tree","Slow","No","Long","None","None",100,0.5,TRUE,FALSE,NA,NA,NA,FALSE,FALSE,"Zoochory"
"1763","Primula","Primula latiloba",NA,NA,NA,NA,NA,NA,NA,NA,0,0,TRUE,FALSE,NA,NA,NA,FALSE,FALSE,NA
"1764","Primula","Primula latiloba",NA,NA,NA,NA,NA,NA,NA,NA,0.784313725,0.196078431,TRUE,FALSE,NA,NA,NA,FALSE,FALSE,NA
"1765","Primula","Primula jeffreyi",NA,NA,NA,NA,NA,NA,NA,NA,0,0,TRUE,FALSE,NA,NA,NA,FALSE,FALSE,NA
"1766","Primula","Primula jeffreyi",NA,NA,NA,NA,NA,NA,NA,NA,0.784313725,0.196078431,TRUE,FALSE,NA,NA,NA,FALSE,FALSE,NA
"1767","Primula","Primula pauciflora var. pauciflora",NA,NA,"Forb/herb",NA,"No","Moderate","None","None",0,0,TRUE,FALSE,NA,NA,NA,FALSE,FALSE,NA
"1768","Primula","Primula pauciflora var. pauciflora",NA,NA,"Forb/herb",NA,"No","Moderate","None","None",0.784313725,0.196078431,TRUE,FALSE,NA,NA,NA,FALSE,FALSE,NA
"1769","Downingia","Downingia elegans",NA,NA,NA,NA,NA,NA,NA,NA,0.653594771,0.055555556,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,NA
"1770","Downingia","Downingia yina",NA,NA,NA,NA,NA,NA,NA,NA,0.653594771,0.055555556,FALSE,FALSE,2.73e+11,5339.429962,5.130000114,FALSE,FALSE,NA
"1771","Draperia","Draperia systyla",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,1.17e+11,3857.889893,5.529999971,FALSE,FALSE,NA
"1772","Drosera","Drosera rotundifolia",3.65702923493707,96.3429707650629,NA,NA,NA,NA,NA,NA,1,0.12,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,NA
"1773","Dryas","Dryas drummondii",NA,NA,"Shrub, Forb/herb, Subshrub","Slow","No","Short","Low","None",NA,NA,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,NA
"1774","Dulichium","Dulichium arundinaceum",NA,NA,"Graminoid","Moderate","No","Moderate","None","None",NA,NA,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,NA
"1775","Echinocystis","Echinocystis lobata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,FALSE,FALSE,"Zoochory"
"1776","Ehrendorferia","Ehrendorferia chrysantha",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,2.23e+11,2283.589951,5.719999552,FALSE,FALSE,"Autochory"
"1777","Eleocharis","Eleocharis acicularis",0,100,"Graminoid","Moderate","No","Moderate","None","None",0.057110223,0.029126214,TRUE,TRUE,NA,NA,NA,FALSE,FALSE,"Zoochory"
"1778","Eleocharis","Eleocharis obtusa",23.0912456441301,38.039429953929,"Graminoid","Moderate","No","Short","None","None",0.057110223,0.029126214,TRUE,TRUE,NA,NA,NA,FALSE,FALSE,NA
"1779","Eleocharis","Eleocharis ovata",9.85847209234607,37.7567950496463,"Graminoid","Moderate","No",NA,"None","None",0.057110223,0.029126214,TRUE,FALSE,NA,NA,NA,FALSE,FALSE,"Zoochory"
"1780","Eleocharis","Eleocharis palustris",NA,NA,"Graminoid","Moderate","No","Moderate","None","None",0.057110223,0.029126214,TRUE,FALSE,NA,NA,NA,FALSE,FALSE,"Zoochory"
"1781","Eleocharis","Eleocharis parvula",NA,NA,"Graminoid","Moderate","No","Moderate","None","None",0.057110223,0.029126214,TRUE,FALSE,NA,NA,NA,FALSE,FALSE,"Zoochory"
"1782","Eleocharis","Eleocharis quadrangulata",NA,NA,"Graminoid","Moderate","No","Moderate","None","None",0.057110223,0.029126214,TRUE,FALSE,NA,NA,NA,FALSE,FALSE,NA
"1783","Eleocharis","Eleocharis rostellata",NA,NA,"Graminoid","Moderate","No","Moderate","None","None",0.057110223,0.029126214,TRUE,FALSE,NA,NA,NA,FALSE,FALSE,NA
"1784","Elodea","Elodea canadensis",2.40025675648591,52.2028210116051,"Forb/herb","Rapid","No","Long","None","None",0,0,TRUE,TRUE,957377695,161.0700684,1.789999962,TRUE,FALSE,NA
"1785","Elymus","Elymus canadensis",28.0838666061886,21.8880635879848,"Graminoid","Rapid","No","Short","None","None",1.797814208,0.539344262,TRUE,FALSE,NA,NA,NA,FALSE,FALSE,NA
"1786","Elymus","Elymus canadensis",28.0838666061886,21.8880635879848,"Graminoid","Rapid","No","Short","None","None",3.846153846,0.25,TRUE,FALSE,NA,NA,NA,FALSE,FALSE,NA
"1787","Elymus","Elymus canadensis",28.0838666061886,21.8880635879848,"Graminoid","Rapid","No","Short","None","None",200,1,TRUE,FALSE,NA,NA,NA,FALSE,FALSE,NA
"1788","Emmenanthe","Emmenanthe penduliflora",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,4.77e+11,2835.949951,5.920000315,FALSE,FALSE,"Autochory"
"1789","Empetrum","Empetrum nigrum",0,0,"Subshrub, Shrub","Slow","No","Moderate","None","None",0,0,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,"Zoochory"
"1790","Epilobium","Epilobium ciliatum",19.3089130857331,80.6910869142669,NA,NA,NA,NA,NA,NA,0,0,TRUE,TRUE,NA,NA,NA,FALSE,FALSE,NA
"1791","Epilobium","Epilobium ciliatum",19.3089130857331,80.6910869142669,NA,NA,NA,NA,NA,NA,0.834575261,0.504918033,TRUE,TRUE,NA,NA,NA,FALSE,FALSE,NA
"1792","Epilobium","Epilobium densiflorum",NA,NA,NA,NA,NA,NA,NA,NA,0,0,TRUE,FALSE,NA,NA,NA,FALSE,FALSE,NA
"1793","Epilobium","Epilobium densiflorum",NA,NA,NA,NA,NA,NA,NA,NA,0.834575261,0.504918033,TRUE,FALSE,NA,NA,NA,FALSE,FALSE,NA
"1794","Epilobium","Epilobium minutum",NA,NA,NA,NA,NA,NA,NA,NA,0,0,TRUE,FALSE,NA,NA,NA,FALSE,FALSE,NA
"1795","Epilobium","Epilobium minutum",NA,NA,NA,NA,NA,NA,NA,NA,0.834575261,0.504918033,TRUE,FALSE,NA,NA,NA,FALSE,FALSE,NA
"1796","Equisetum","Equisetum fluviatile",15.770139848662,0,"Forb/herb","Rapid","No","Long","None","None",2.70531401,0.608695652,TRUE,FALSE,NA,NA,NA,FALSE,FALSE,NA
"1797","Equisetum","Equisetum laevigatum",NA,NA,"Forb/herb","Rapid","No","Moderate","None","Moderate",2.70531401,0.608695652,TRUE,FALSE,NA,NA,NA,FALSE,FALSE,NA
"1798","Eragrostis","Eragrostis hypnoides",NA,NA,"Graminoid","Slow","No",NA,"None","None",0,0,TRUE,FALSE,NA,NA,NA,FALSE,FALSE,"Zoochory"
"1799","Eragrostis","Eragrostis pectinacea",21.4881811734823,30.5096299650623,NA,NA,NA,NA,NA,NA,0,0,TRUE,TRUE,NA,NA,NA,FALSE,FALSE,"Zoochory"
"1800","Ericameria","Ericameria arborescens",NA,NA,NA,NA,NA,NA,NA,NA,1.307189542,0.111111111,FALSE,FALSE,1.95e+11,4456.609764,5.719999552,FALSE,FALSE,NA
"1801","Ericameria","Ericameria bloomeri",NA,NA,NA,NA,NA,NA,NA,NA,1.307189542,0.111111111,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,NA
"1802","Erigeron","Erigeron annuus",41.2664472364883,45.7879127017362,NA,NA,NA,NA,NA,NA,1.086956522,0.125,TRUE,TRUE,NA,NA,NA,FALSE,FALSE,"Anemochory"
"1803","Erigeron","Erigeron annuus",41.2664472364883,45.7879127017362,NA,NA,NA,NA,NA,NA,1.086956522,0.125,TRUE,TRUE,NA,NA,NA,FALSE,FALSE,"Anemochory"
"1804","Erigeron","Erigeron annuus",41.2664472364883,45.7879127017362,NA,NA,NA,NA,NA,NA,0.073664825,0.066298343,TRUE,TRUE,NA,NA,NA,FALSE,FALSE,"Anemochory"
"1805","Erigeron","Erigeron annuus",41.2664472364883,45.7879127017362,NA,NA,NA,NA,NA,NA,0.073664825,0.066298343,TRUE,TRUE,NA,NA,NA,FALSE,FALSE,"Anemochory"
"1806","Erigeron","Erigeron annuus",41.2664472364883,45.7879127017362,NA,NA,NA,NA,NA,NA,0,0,TRUE,TRUE,NA,NA,NA,FALSE,FALSE,"Anemochory"
"1807","Erigeron","Erigeron annuus",41.2664472364883,45.7879127017362,NA,NA,NA,NA,NA,NA,0,0,TRUE,TRUE,NA,NA,NA,FALSE,FALSE,"Anemochory"
"1808","Erigeron","Erigeron compositus",NA,NA,"Forb/herb","Moderate","No","Moderate","None","None",1.086956522,0.125,TRUE,FALSE,NA,NA,NA,FALSE,FALSE,NA
"1809","Erigeron","Erigeron compositus",NA,NA,"Forb/herb","Moderate","No","Moderate","None","None",0.073664825,0.066298343,TRUE,FALSE,NA,NA,NA,FALSE,FALSE,NA
"1810","Erigeron","Erigeron compositus",NA,NA,"Forb/herb","Moderate","No","Moderate","None","None",0,0,TRUE,FALSE,NA,NA,NA,FALSE,FALSE,NA
"1811","Erigeron","Erigeron corymbosus",NA,NA,NA,NA,NA,NA,NA,NA,1.086956522,0.125,TRUE,FALSE,NA,NA,NA,FALSE,FALSE,NA
"1812","Erigeron","Erigeron corymbosus",NA,NA,NA,NA,NA,NA,NA,NA,0.073664825,0.066298343,TRUE,FALSE,NA,NA,NA,FALSE,FALSE,NA
"1813","Erigeron","Erigeron corymbosus",NA,NA,NA,NA,NA,NA,NA,NA,0,0,TRUE,FALSE,NA,NA,NA,FALSE,FALSE,NA
"1814","Erigeron","Erigeron peregrinus",NA,NA,"Forb/herb","Moderate","No","Moderate","None","None",1.086956522,0.125,TRUE,FALSE,NA,NA,NA,FALSE,FALSE,NA
"1815","Erigeron","Erigeron peregrinus",NA,NA,"Forb/herb","Moderate","No","Moderate","None","None",0.073664825,0.066298343,TRUE,FALSE,NA,NA,NA,FALSE,FALSE,NA
"1816","Erigeron","Erigeron peregrinus",NA,NA,"Forb/herb","Moderate","No","Moderate","None","None",0,0,TRUE,FALSE,NA,NA,NA,FALSE,FALSE,NA
"1817","Erigeron","Erigeron philadelphicus",NA,NA,"Forb/herb","Moderate","No","Short","None","None",1.086956522,0.125,TRUE,TRUE,NA,NA,NA,FALSE,FALSE,"Anemochory"
"1818","Erigeron","Erigeron philadelphicus",NA,NA,"Forb/herb","Moderate","No","Short","None","None",0.073664825,0.066298343,TRUE,TRUE,NA,NA,NA,FALSE,FALSE,"Anemochory"
"1819","Erigeron","Erigeron philadelphicus",NA,NA,"Forb/herb","Moderate","No","Short","None","None",0,0,TRUE,TRUE,NA,NA,NA,FALSE,FALSE,"Anemochory"
"1820","Erigeron","Erigeron speciosus",22.8497828046859,37.1120200611711,NA,NA,NA,NA,NA,NA,1.086956522,0.125,TRUE,FALSE,NA,NA,NA,FALSE,FALSE,NA
"1821","Erigeron","Erigeron speciosus",22.8497828046859,37.1120200611711,NA,NA,NA,NA,NA,NA,0.073664825,0.066298343,TRUE,FALSE,NA,NA,NA,FALSE,FALSE,NA
"1822","Erigeron","Erigeron speciosus",22.8497828046859,37.1120200611711,NA,NA,NA,NA,NA,NA,0,0,TRUE,FALSE,NA,NA,NA,FALSE,FALSE,NA
"1823","Erigeron","Erigeron strigosus",13.419990593443,42.1095856640795,"Forb/herb","Moderate","No","Short","None","None",1.086956522,0.125,TRUE,TRUE,NA,NA,NA,FALSE,FALSE,"Anemochory"
"1824","Erigeron","Erigeron strigosus",13.419990593443,42.1095856640795,"Forb/herb","Moderate","No","Short","None","None",0.073664825,0.066298343,TRUE,TRUE,NA,NA,NA,FALSE,FALSE,"Anemochory"
"1825","Erigeron","Erigeron strigosus",13.419990593443,42.1095856640795,"Forb/herb","Moderate","No","Short","None","None",0,0,TRUE,TRUE,NA,NA,NA,FALSE,FALSE,"Anemochory"
"1826","Erigeron","Erigeron subtrinervis",NA,NA,NA,NA,NA,NA,NA,NA,1.086956522,0.125,TRUE,FALSE,6.38e+11,5860.950233,7.460000396,FALSE,FALSE,NA
"1827","Erigeron","Erigeron subtrinervis",NA,NA,NA,NA,NA,NA,NA,NA,0.073664825,0.066298343,TRUE,FALSE,6.38e+11,5860.950233,7.460000396,FALSE,FALSE,NA
"1828","Erigeron","Erigeron subtrinervis",NA,NA,NA,NA,NA,NA,NA,NA,0,0,TRUE,FALSE,6.38e+11,5860.950233,7.460000396,FALSE,FALSE,NA
"1829","Eriodictyon","Eriodictyon tomentosum",NA,NA,NA,NA,NA,NA,NA,NA,0,0,FALSE,FALSE,64222656916,1422.610008,4.459999561,FALSE,FALSE,NA
"1830","Eriogonum","Eriogonum baileyi",NA,NA,NA,NA,NA,NA,NA,NA,0.016457654,0.020242915,FALSE,FALSE,6.35e+11,3871.26001,5.080000401,FALSE,FALSE,NA
"1831","Eriogonum","Eriogonum compositum",NA,NA,NA,NA,NA,NA,NA,NA,0.016457654,0.020242915,FALSE,FALSE,4.11e+11,4394.479767,4.450000286,FALSE,FALSE,NA
"1832","Eriogonum","Eriogonum elatum",NA,NA,"Subshrub, Forb/herb","Moderate","No","Moderate","None","None",0.016457654,0.020242915,FALSE,FALSE,5.49e+11,3958.869911,5.080000401,FALSE,FALSE,NA
"1833","Eriogonum","Eriogonum heermannii",NA,NA,NA,NA,NA,NA,NA,NA,0.016457654,0.020242915,FALSE,FALSE,6.45e+11,1662,7.460000396,FALSE,FALSE,NA
"1834","Eriogonum","Eriogonum ovalifolium",NA,NA,NA,NA,NA,NA,NA,NA,0.016457654,0.020242915,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,NA
"1835","Eriogonum","Eriogonum strictum",NA,NA,"Subshrub, Forb/herb","Slow","No","Long","None","None",0.016457654,0.020242915,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,NA
"1836","Eriophorum","Eriophorum angustifolium",30.3503566978025,6.24782573062138,"Graminoid","Moderate","No","Long","None","None",0.307692308,0.038461538,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,NA
"1837","Eriophyllum","Eriophyllum stoechadifolium",NA,NA,NA,NA,NA,NA,NA,NA,0.833333333,0.0625,FALSE,FALSE,80327622817,4409.539764,4.999999523,FALSE,FALSE,NA
"1838","Eryngium","Eryngium vaseyi",NA,NA,NA,NA,NA,NA,NA,NA,0.235294118,0.058823529,TRUE,FALSE,1.2e+11,2802.949951,5.719999552,FALSE,FALSE,NA
"1839","Erythronium","Erythronium grandiflorum",NA,NA,NA,NA,NA,NA,NA,NA,0,0,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,NA
"1840","Erythronium","Erythronium oregonum",NA,NA,NA,NA,NA,NA,NA,NA,0,0,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,NA
"1841","Eucephalus","Eucephalus ledophyllus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,1.56e+11,4311.740051,4.630000114,FALSE,FALSE,NA
"1842","Festuca","Festuca brachyphylla",NA,NA,NA,NA,NA,NA,NA,NA,0,0,TRUE,FALSE,NA,NA,NA,FALSE,FALSE,NA
"1843","Festuca","Festuca brachyphylla",NA,NA,NA,NA,NA,NA,NA,NA,0.051848673,0.061181435,TRUE,FALSE,NA,NA,NA,FALSE,FALSE,NA
"1844","Festuca","Festuca brachyphylla",NA,NA,NA,NA,NA,NA,NA,NA,0,0,TRUE,FALSE,NA,NA,NA,FALSE,FALSE,NA
"1845","Festuca","Festuca brachyphylla",NA,NA,NA,NA,NA,NA,NA,NA,0.525525526,0.094594595,TRUE,FALSE,NA,NA,NA,FALSE,FALSE,NA
"1846","Festuca","Festuca campestris",NA,NA,"Graminoid","Slow","Yes","Moderate","None","None",0,0,TRUE,FALSE,NA,NA,NA,FALSE,FALSE,NA
"1847","Festuca","Festuca campestris",NA,NA,"Graminoid","Slow","Yes","Moderate","None","None",0.051848673,0.061181435,TRUE,FALSE,NA,NA,NA,FALSE,FALSE,NA
"1848","Festuca","Festuca campestris",NA,NA,"Graminoid","Slow","Yes","Moderate","None","None",0,0,TRUE,FALSE,NA,NA,NA,FALSE,FALSE,NA
"1849","Festuca","Festuca campestris",NA,NA,"Graminoid","Slow","Yes","Moderate","None","None",0.525525526,0.094594595,TRUE,FALSE,NA,NA,NA,FALSE,FALSE,NA
"1850","Festuca","Festuca subulata",NA,NA,"Graminoid","Moderate","No","Long","None","None",0,0,TRUE,FALSE,NA,NA,NA,FALSE,FALSE,NA
"1851","Festuca","Festuca subulata",NA,NA,"Graminoid","Moderate","No","Long","None","None",0.051848673,0.061181435,TRUE,FALSE,NA,NA,NA,FALSE,FALSE,NA
"1852","Festuca","Festuca subulata",NA,NA,"Graminoid","Moderate","No","Long","None","None",0,0,TRUE,FALSE,NA,NA,NA,FALSE,FALSE,NA
"1853","Festuca","Festuca subulata",NA,NA,"Graminoid","Moderate","No","Long","None","None",0.525525526,0.094594595,TRUE,FALSE,NA,NA,NA,FALSE,FALSE,NA
"1854","Festuca","Festuca viridula",NA,NA,"Graminoid","Moderate","No","Moderate","None","None",0,0,TRUE,FALSE,NA,NA,NA,FALSE,FALSE,NA
"1855","Festuca","Festuca viridula",NA,NA,"Graminoid","Moderate","No","Moderate","None","None",0.051848673,0.061181435,TRUE,FALSE,NA,NA,NA,FALSE,FALSE,NA
"1856","Festuca","Festuca viridula",NA,NA,"Graminoid","Moderate","No","Moderate","None","None",0,0,TRUE,FALSE,NA,NA,NA,FALSE,FALSE,NA
"1857","Festuca","Festuca viridula",NA,NA,"Graminoid","Moderate","No","Moderate","None","None",0.525525526,0.094594595,TRUE,FALSE,NA,NA,NA,FALSE,FALSE,NA
"1858","Fragaria","Fragaria virginiana",27.382811369132,10.8211514540394,NA,NA,NA,NA,NA,NA,0,0,TRUE,FALSE,NA,NA,NA,FALSE,FALSE,"Zoochory"
"1859","Frasera","Frasera speciosa",NA,NA,NA,NA,NA,NA,NA,NA,0,0,FALSE,FALSE,1.55e+12,4505.009766,7.460000396,FALSE,FALSE,NA
"1860","Fritillaria","Fritillaria agrestis",NA,NA,NA,NA,NA,NA,NA,NA,0.096618357,0.02173913,FALSE,FALSE,1.04e+11,2254.29995,5.719999552,FALSE,FALSE,NA
"1861","Fritillaria","Fritillaria atropurpurea",NA,NA,NA,NA,NA,NA,NA,NA,0.096618357,0.02173913,FALSE,FALSE,1.54e+12,4005.909912,7.460000396,FALSE,FALSE,NA
"1862","Fritillaria","Fritillaria pudica",NA,NA,"Forb/herb","Rapid","No","Short","None","None",0.096618357,0.02173913,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,NA
"1863","Fritillaria","Fritillaria recurva",NA,NA,NA,NA,NA,NA,NA,NA,0.096618357,0.02173913,FALSE,FALSE,1.59e+11,4362.689758,4.679999828,FALSE,FALSE,NA
"1864","Gaillardia","Gaillardia aristata",NA,NA,"Forb/herb","Moderate","No","Moderate","None","None",0,0,TRUE,FALSE,NA,NA,NA,FALSE,FALSE,NA
"1865","Galium","Galium aparine",13.6882900834695,86.3117099165305,"Forb/herb, Vine","Rapid","No",NA,"None","None",0.081892896,0.106870229,TRUE,TRUE,NA,NA,NA,FALSE,FALSE,"Zoochory"
"1866","Galium","Galium boreale",5.37932358600989,43.964788832376,"Forb/herb, Subshrub","Moderate","No","Moderate","None","None",0.081892896,0.106870229,TRUE,TRUE,NA,NA,NA,FALSE,FALSE,"Zoochory"
"1867","Galium","Galium oreganum",NA,NA,"Forb/herb","Rapid","No","Short","None","None",0.081892896,0.106870229,TRUE,FALSE,1.86e+11,5808.670227,4.630000114,FALSE,FALSE,NA
"1868","Galium","Galium trifidum",NA,NA,"Vine, Forb/herb","Moderate","No","Short","None","None",0.081892896,0.106870229,TRUE,FALSE,NA,NA,NA,FALSE,FALSE,"Zoochory"
"1869","Garrya","Garrya fremontii",NA,NA,NA,NA,NA,NA,NA,NA,0,0,FALSE,FALSE,2.85e+11,4480.839767,5.819999933,FALSE,FALSE,NA
"1870","Gentiana","Gentiana calycosa",NA,NA,"Forb/herb","Rapid","No","Short","None","None",0.519480519,0.142857143,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,NA
"1871","Gentiana","Gentiana sceptrum",NA,NA,NA,NA,NA,NA,NA,NA,0.519480519,0.142857143,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,NA
"1872","Geranium","Geranium carolinianum",NA,NA,NA,NA,NA,NA,NA,NA,0.057830211,0.037878788,TRUE,TRUE,NA,NA,NA,FALSE,FALSE,NA
"1873","Geranium","Geranium oreganum",NA,NA,"Forb/herb","Rapid","No","Short","None","None",0.057830211,0.037878788,TRUE,FALSE,NA,NA,NA,FALSE,FALSE,NA
"1874","Geranium","Geranium richardsonii",54.10675899048,31.0325964082277,"Forb/herb","Moderate","No","Short","None","None",0.057830211,0.037878788,TRUE,FALSE,NA,NA,NA,FALSE,FALSE,NA
"1875","Geranium","Geranium viscosissimum",NA,NA,"Forb/herb","Rapid","No","Short","None","None",0.057830211,0.037878788,TRUE,FALSE,NA,NA,NA,FALSE,FALSE,NA
"1876","Geum","Geum macrophyllum",11.5175584474458,25.5904332020787,"Forb/herb","Moderate","No","Moderate","None","None",0.674763833,0.128205128,TRUE,FALSE,NA,NA,NA,FALSE,FALSE,"Zoochory"
"1877","Geum","Geum triflorum",NA,NA,"Forb/herb","Moderate","No","Short","None","None",0.674763833,0.128205128,TRUE,FALSE,NA,NA,NA,FALSE,FALSE,"Anemochory"
"1878","Glyceria","Glyceria borealis",NA,NA,"Graminoid","Moderate","No","Moderate","None","None",0.332225914,0.069767442,TRUE,FALSE,NA,NA,NA,FALSE,FALSE,NA
"1879","Glyceria","Glyceria canadensis",NA,NA,"Graminoid","Moderate","No","Moderate","None","None",0.332225914,0.069767442,TRUE,FALSE,NA,NA,NA,FALSE,FALSE,NA
"1880","Glyceria","Glyceria striata",NA,NA,"Graminoid","Moderate","No","Short","None","None",0.332225914,0.069767442,TRUE,FALSE,NA,NA,NA,FALSE,FALSE,"Zoochory"
"1881","Glycyrrhiza","Glycyrrhiza lepidota",NA,NA,"Forb/herb","Moderate","No","Moderate","Low","None",0,0,FALSE,FALSE,NA,NA,NA,TRUE,FALSE,NA
"1882","Goodyera","Goodyera oblongifolia",NA,NA,NA,NA,NA,NA,NA,NA,0,0,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,NA
"1883","Grindelia","Grindelia integrifolia",NA,NA,NA,NA,NA,NA,NA,NA,4.093567251,0.368421053,TRUE,FALSE,59161959333,5529.880249,2.849999905,FALSE,FALSE,NA
"1884","Grindelia","Grindelia squarrosa",NA,NA,NA,NA,NA,NA,NA,NA,4.093567251,0.368421053,TRUE,TRUE,NA,NA,NA,FALSE,FALSE,"Anemochory"
"1885","Helenium","Helenium amarum",NA,NA,NA,NA,NA,NA,NA,NA,0,0,TRUE,TRUE,NA,NA,NA,FALSE,TRUE,NA
"1886","Helianthella","Helianthella californica",NA,NA,NA,NA,NA,NA,NA,NA,15,0.3,FALSE,FALSE,2.45e+11,3838.26001,5.819999933,FALSE,FALSE,NA
"1887","Helianthus","Helianthus bolanderi",NA,NA,NA,NA,NA,NA,NA,NA,1.647058824,0.411764706,TRUE,TRUE,NA,NA,NA,FALSE,FALSE,NA
"1888","Helianthus","Helianthus tuberosus",71.7430137594783,28.2569862405217,"Forb/herb","Rapid","No","Moderate","None","None",1.647058824,0.411764706,TRUE,TRUE,NA,NA,NA,FALSE,FALSE,"Autochory"
"1889","Helianthus","Helianthus tuberosus",71.7430137594783,28.2569862405217,"Forb/herb","Rapid","No","Moderate","None","None",1.647058824,0.411764706,TRUE,TRUE,NA,NA,NA,FALSE,FALSE,"Zoochory"
"1890","Heliotropium","Heliotropium curassavicum",NA,NA,"Forb/herb, Subshrub","Moderate","No","Moderate","None","None",0,0,TRUE,TRUE,NA,NA,NA,FALSE,FALSE,"Autochory"
"1891","Hesperochiron","Hesperochiron pumilus",NA,NA,NA,NA,NA,NA,NA,NA,0,0,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,NA
"1892","Heuchera","Heuchera chlorantha",NA,NA,NA,NA,NA,NA,NA,NA,3.296703297,0.214285714,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,NA
"1893","Heuchera","Heuchera grossulariifolia",NA,NA,NA,NA,NA,NA,NA,NA,3.296703297,0.214285714,FALSE,FALSE,2.74e+11,3525.910004,4.550000191,FALSE,FALSE,NA
"1894","Hieracium","Hieracium albiflorum",NA,NA,"Forb/herb","Moderate","No","Moderate","None","None",0.95317248,1.320143885,TRUE,FALSE,NA,NA,NA,FALSE,FALSE,NA
"1895","Hieracium","Hieracium scouleri",NA,NA,"Forb/herb","Moderate","No","Moderate","None","None",0.95317248,1.320143885,TRUE,FALSE,5.49e+11,5357.219955,4.700000286,FALSE,FALSE,NA
"1896","Hippuris","Hippuris vulgaris",1.93501642464627,98.0649835753537,"Forb/herb","Rapid","No","Long","None","None",0,0,TRUE,TRUE,NA,NA,NA,FALSE,FALSE,"Zoochory"
"1897","Hordeum","Hordeum jubatum",NA,NA,NA,NA,NA,NA,NA,NA,0,0,TRUE,TRUE,NA,NA,NA,FALSE,FALSE,"Zoochory"
"1898","Hordeum","Hordeum jubatum",NA,NA,NA,NA,NA,NA,NA,NA,0.808080808,0.177777778,TRUE,TRUE,NA,NA,NA,FALSE,FALSE,"Zoochory"
"1899","Horkelia","Horkelia congesta",NA,NA,NA,NA,NA,NA,NA,NA,0,0,FALSE,FALSE,53427414551,3580.799927,2.349999905,FALSE,FALSE,NA
"1900","Horkelia","Horkelia fusca",NA,NA,NA,NA,NA,NA,NA,NA,0,0,FALSE,FALSE,5.33e+11,3950.569916,5.819999933,FALSE,FALSE,NA
"1901","Hydrophyllum","Hydrophyllum capitatum",NA,NA,"Forb/herb","Rapid","No","Moderate","None","None",0,0,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,NA
"1902","Hydrophyllum","Hydrophyllum occidentale",NA,NA,"Forb/herb","Moderate","No","Short","None","None",0,0,FALSE,FALSE,4.79e+11,3962.900047,7.360000014,FALSE,FALSE,NA
"1903","Hydrophyllum","Hydrophyllum tenuipes",NA,NA,NA,NA,NA,NA,NA,NA,0,0,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,NA
"1904","Hypericum","Hypericum anagalloides",NA,NA,"Forb/herb","Rapid","No","Short","None","None",0.129032258,0.08,TRUE,FALSE,NA,NA,NA,FALSE,FALSE,NA
"1905","Hypericum","Hypericum anagalloides",NA,NA,"Forb/herb","Rapid","No","Short","None","None",0,0,TRUE,FALSE,NA,NA,NA,FALSE,FALSE,NA
"1906","Hypericum","Hypericum ellipticum",NA,NA,NA,NA,NA,NA,NA,NA,0.129032258,0.08,TRUE,FALSE,NA,NA,NA,FALSE,FALSE,NA
"1907","Hypericum","Hypericum ellipticum",NA,NA,NA,NA,NA,NA,NA,NA,0,0,TRUE,FALSE,NA,NA,NA,FALSE,FALSE,NA
"1908","Iliamna","Iliamna rivularis",NA,NA,"Forb/herb, Subshrub","Moderate","No","Long","None","None",0,0,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,NA
