paperid,author,title,year,journal,volume,issue,pages,doi,WoS,type
HULE2010,"hulet, april; roundy, bruce a.; jessop, brad",crested wheatgrass control and native plant establishment in utah,2010,rangeland ecology & management,63,4,450–460,10.2111/rem-d-09-00067.1,Y,article
HULL2009,"hull-sanders, helen m.; johnson, robert h.; owen, heather a.; meyer, gretchen a.","effects of polyploidy on secondary chemistry, physiology, and performance of native and invasive genotypes of solidago gigantea (asteraceae)",2009,american journal of botany,96,4,762–770,10.3732/ajb.0800200,Y,article
HULL2020,"hull, v; frank, d; fridley, jd",woody invaders do not alter rhizosphere microbial activity in a temperate deciduous forest,2020,biological invasions,22,8,2599-2608,10.1007/s10530-020-02273-x,Y,article
HULM2006,"hulme, philip e.; bremner, eleanor t.",assessing the impact of impatiens glandulifera on riparian habitats: partitioning diversity components following species removal,2006,journal of applied ecology,43,1,43–50,10.1111/j.1365-2664.2005.01102.x,Y,article
HULM2018,"hulme, philip e.; brundu, giuseppe; carboni, marta; dehnen-schmutz, katharina; dullinger, stefan; early, regan; essl, franz; gonzález-moreno, pablo; groom, quentin j.; kueffer, christoph; kühn, ingolf; maurel, noëlie; novoa, ana; pergl, jan; pyšek, petr; seebens, hanno; tanner, rob; touza, julia m.; van kleunen, mark; verbrugge, laura n.h.",integrating invasive species policies across ornamental horticulture supply chains to prevent plant invasions,2018,journal of applied ecology,55,1,92-98,10.1111/1365-2664.12953,Y,article
HULT2013,"hultine, k. r.; dudley, t. l.; leavitt, s. w.",herbivory-induced mortality increases with radial growth in an invasive riparian phreatophyte,2013,annals of botany,111,6,1197–1206,10.1093/aob/mct077,Y,article
HULT2014,"hulton vantassel, heather l.; hansen, anne m.; barrows, cameron w.; latif, quresh; simon, margaret w.; anderson, kurt e.",declines in a ground-dwelling arthropod community during an invasion by sahara mustard (brassica tournefortii) in aeolian sand habitats,2014,biological invasions,16,8,1675–1687,10.1007/s10530-013-0616-7,Y,article
HULV2012,"hulvey, kristin b.; zavaleta, erika s.",abundance declines of a native forb have nonlinear impacts on grassland invasion resistance,2012,ecology,93,2,378–388,10.1890/11-0091.1,Y,article
HUMB2011,"humber, jessica m.; hermanutz, luise",impacts of non-native plant and animal invaders on gap regeneration in a protected boreal forest,2011,biological invasions,13,10,2361–2377,10.1007/s10530-011-0048-1,Y,article
HUMM2006,"hummel, meredith; findlay, stuart",effects of water chestnut (trapa natans) beds on water chemistry in the tidal freshwater hudson river,2006,hydrobiologia,559,1,169–181,10.1007/s10750-005-9201-0,N,article
HUOT2011,"huotari, t.; korpelainen, h.; leskinen, e.; kostamo, k.",population genetics of the invasive water weed elodea canadensis in finnish waterways,2011,plant systematics and evolution,294,20200102,27–37,10.1007/s00606-011-0442-2,Y,article
HUPY2004,"hupy, christina m.; whitford, walter g.; jackson, erik c.","the effect of dominance by an alien grass species, lehmann lovegrass, eragrostis lehmanniana, on faunalpedoturbation patterns in north american desert grasslands",2004,journal of arid environments,58,3,321–334,10.1016/j.jaridenv.2003.08.004,N,article
HURR2013,"hurry, charlotte r.; james, elizabeth a.; thompson, ross m.","connectivity, genetic structure and stress response of phragmites australis: issues for restoration in a salinising wetland system",2013,aquatic botany,104,,138–146,10.1016/j.aquabot.2012.08.001,Y,article
HUSK2016,"huska, dalibor; leitch, ilia j.; carvalho, julie ferreira; leitch, andrew r.; salmon, armel; ainouche, malika; kovarik, ales","persistence, dispersal and genetic evolution of recently formed spartina homoploid hybrids and allopolyploids in southern england",2016,biological invasions,18,8,2137–2151,10.1007/s10530-015-0956-6,Y,article
HUSS2009A,"hussner, a.; meyer, c.; busch, j.",the influence of water level and nutrient availability on growth and root system development of myriophyllum aquaticum,2009,weed research,49,1,73–80,10.1111/j.1365-3180.2008.00667.x,N,article
HUSS2009B,"hussner, a.",growth and photosynthesis of four invasive aquatic plant species in europe,2009,weed research,49,5,506–515,10.1111/j.1365-3180.2009.00721.x,Y,article
HUSS2010,"hussner, andreas",growth response and root system development of the invasive ludwigia grandiflora and ludwigia peploides to nutrient availability and water level,2010,fundamental and applied limnology,177,3,189–196,10.1127/1863-9135/2010/0177-0189,N,article
HUSS2011A,"hussain, m. iftikhar; gonzález, l.; souto, c.; reigosa, m. j.",ecophysiological responses of three native herbs to phytotoxic potential of invasive acacia melanoxylon r. br,2011,agroforestry systems,83,2,149–166,10.1007/s10457-011-9433-0,N,article
HUSS2011B,"hussain, muhammad i; gonzalez, luis; reigosa, manuel j",allelopathic potential of acacia melanoxylon on the germination and root growth of native species,2011,weed biology and management,11,1,18–28,,N,article
HUSS2014,"hussner, a.; heidbuechel, p.; heiligtag, s.","vegetative overwintering and viable seed production explain the establishment of invasive pistia stratiotes in the thermally abnormal erft river (north rhine-westphalia, germany)",2014,aquatic botany,119,,28–32,10.1016/j.aquabot.2014.06.011,Y,article
HUSS2015B,"hussner, andreas; hofstra, deborah; jahns, peter; clayton, john",response capacity to co2 depletion rather than temperature and light effects explain the growth success of three alien hydrocharitaceae compared with native myriophyllum triphyllum in new zealand,2015,aquatic botany,120,PB,205–211,10.1016/j.aquabot.2014.07.003,Y,article
HUSS2016,"hussner, a.; windhaus, m.; starfinger, u.",from weed biology to successful control: an example of successful management of ludwigia grandiflora in germany,2016,weed research,56,6,434–441,10.1111/wre.12224,Y,article
HUTC1997,"hutchinson, todd f.; vankat, john l.",invasibility and effects of amur honeysuckle in southwestern ohio forests,1997,conservation biology,11,5,1117-1124,10.1046/j.1523-1739.1997.96001.x,N,article
HUTC1998,"hutchinson, todd f.; vankat, john l.",landscape structure and spread of the exotic shrub lonicera maackii (amur honeysuckle) in southwestern ohio forests,1998,the american midland naturalist,139,2,383–390,10.1674/0003-0031(1998)139[0383:lsasot]2.0.co;2,Y,article
HUTC2010A,"hutchinson, jeffrey t.; langeland, kenneth a.; macdonald, gregory e.; querns, robert","absorption and translocation of glyphosate, metsulfuron, and triclopyr in old world climbing fern (lygodium microphyllum)",2010,weed science,58,2,118–125,10.1614/ws-d-09-00046.1,Y,article
HUTC2010B,"hutchinson, jeffrey t.; langeland, kenneth a.","review of two non-native, invasive climbing ferns (lygodium japonicum and l. microphyllum), sympatric records and additional distribution records from florida",2010,american fern journal,100,1,57–66,10.1640/0002-8444-100.1.57,N,article
HUTC2011A,"hutchinson, jeffrey t.; langeland, kenneth a.",tolerance of old world climbing fern (lygodium microphyllum) spores to herbicides,2011,invasive plant science and management,4,4,411–418,10.1614/ipsm-d-11-00017.1,N,article
HUTC2011B,"hutchinson, rachel a.; viers, joshua h.",tarping as an alternative for perennial pepperweed (lepidium latifolium) control,2011,invasive plant science and management,4,1,66–72,10.1614/ipsm-d-10-00024.1,Y,article
HUTC2011C,"hutchinson, jeffrey t.; langeland, kenneth a.; meisenburg, michael",field trials for herbicide control of coral ardisia (ardisia crenata) in natural areas of north-central florida,2011,invasive plant science and management,4,2,234–238,10.1614/ipsm-d-10-00062.1,Y,article
HUTC2012,"hutchinson, jeffrey t.; langeland, kenneth a.",repeated herbicide application for control of old world climbing fern (lygodium microphyllum) and the effects on nontarget vegetation on everglade tree islands,2012,invasive plant science and management,5,4,477–486,10.1614/ipsm-d-12-00015.1,Y,article
HUTC2013,"hutchinson, jeffrey t.; langeland, kenneth a.",susceptibility of old world climbing fern (lygodium microphyllum) gametophytes to metsulfuron methyl,2013,invasive plant science and management,6,2,304–309,10.1614/ipsm-d-12-00018.1,Y,article
HUTC2014,"hutchinson, jeffrey t.; langeland, kenneth a.",tolerance of lygodium microphyllum and l. japonicum spores and gametophytes to freezing temperature,2014,invasive plant science and management,7,2,328–335,10.1614/ipsm-d-13-00074.1,Y,article
HUTC2015,"hutchinson, jeffrey t.; langeland, kenneth a.",response of old world climbing fern and native vegetation to repeated ground herbicide treatments,2015,journal of aquatic plant management,53,January,14–21,,Y,article
HUTT2011,"huttanus, temsha d.; mack, richard n.; novak, stephen j.",propagule pressure and introduction pathways of bromus tectorum (cheatgrass; poaceae) in the central united states,2011,international journal of plant sciences,172,6,783–794,10.1086/660107,Y,article
HUXE1999,"huxel, gary r.",rapid displacement of native species by invasive species: effects of hybridization,1999,biological conservation,89,2,143–152,10.1016/s0006-3207(98)00153-0,Y,article
HUXM1998,"huxman, travis e.; hamerlynck, erik p.; jordan, dean n.; salsman, katrina j.; smith, stanley d.",the effects of parental co2 environment on seed quality and subsequent seedling performance in bromus rubens,1998,oecologia,114,2,202–208,10.1007/s004420050437,Y,article
HUXM2001,"huxman, travis e.; smith, stanley d.",photosynthesis in an invasive grass and native forb at elevated co2 during an el niño year in the mojave desert,2001,oecologia,128,2,193–201,10.1007/s004420100658,Y,article
HUXM2004,"huxman, travis e.; cable, jessica m.; ignace, danielle d.; eilts, j. alex; english, nathan b.; weltzin, jake; williams, david g.",response of net ecosystem gas exchange to a simulated precipitation pulse in a semi-arid grassland: the role of native versus non-native grasses and soil texture,2004,oecologia,141,2,295–305,10.1007/s00442-003-1389-y,Y,article
HWAN2008,"hwang, bernice c.; lauenroth, william k.","effect of nitrogen, water and neighbor density on the growth of hesperis matronalis and two native perennials",2008,biological invasions,10,5,771–779,10.1007/s10530-007-9171-4,Y,article
HWAN2010A,"hwang, bernice c.; lauenroth, william k.","effect of nitrogen, water and neighbors on the growth of hesperis matronalis in a natural community",2010,the american midland naturalist,163,1,212-219,10.1674/0003-0031-163.1.212,Y,article
HWAN2010B,"hwang, chen-yu; hsu, ling-ming; liou, yow-jang; wang, ching-yuh","distribution, growth, and seed germination ability of lead tree (leucaena leucocephala) plants in penghu islands, taiwan",2010,weed technology,24,4,574–582,10.1614/wt-d-10-00042.1,Y,article
HYAT2006,"hyatt, laura a.; araki, sachiko",comparative population dynamics of an invading species in its native and novel ranges,2006,biological invasions,8,2,261–275,10.1007/s10530-004-5572-9,Y,article
HYLD2012,"hyldgaard, benita; brix, hans",intraspecies differences in phenotypic plasticity: invasive versus non-invasive populations of ceratophyllum demersum,2012,aquatic botany,97,1,49–56,10.1016/j.aquabot.2011.11.004,Y,article
IACO2014,"iacona, gwenllian d.; price, franklin d.; armsworth, paul r.",predicting the invadedness of protected areas,2014,diversity and distributions,20,4,430–439,10.1111/ddi.12171,Y,article
IANN2008A,"iannone, basil v.; galatowitsch, susan m.; rosen, carl j.",evaluation of resource-limiting strategies intended to prevent phalaris arundinacea (reed canarygrass) invasions in restored sedge meadows,2008,Écoscience,15,,,,Y,article
IANN2014,"iannone, basil v.; zellner, moira l.; wise, david h.","modeling the impacts of life-history traits, canopy gaps, and establishment location on woodland shrub invasions",2014,ecological applications,24,3,467–483,10.1890/13-0833.1,Y,article
IANN2015,"iannone, basil v.; heneghan, liam; rijal, dev; wise, david h.",below-ground causes and consequences of woodland shrub invasions: a novel paired-point framework reveals new insights,2015,journal of applied ecology,52,1,78–88,10.1111/1365-2664.12354,Y,article
IGNA2007,"ignace, danielle d.; huxman, travis e.; weltzin, jake f.; williams, david g.",leaf gas exchange and water status responses of a native and non-native grass to precipitation across contrasting soil surfaces in the sonoran desert,2007,oecologia,152,3,401–413,10.1007/s00442-007-0670-x,Y,article
IGNA2014,"ignace, danielle d.; chesson, peter",removing an invader: evidence for forces reassembling a chihuahuan desert ecosystem,2014,ecology,95,11,3203–3212,10.1890/14-0456.1,Y,article
ILES2016,"iles, david t.; salguero-gómez, roberto; adler, peter b.; koons, david n.",linking transient dynamics and life history to biological invasion success,2016,journal of ecology,104,2,399–408,10.1111/1365-2745.12516,Y,article
IMAD2012,"imada, s.; acharya, k.; yamanaka, n.",short-term and diurnal patterns of salt secretion by tamarix ramosissima and their relationships with climatic factors,2012,journal of arid environments,83,,62–68,10.1016/j.jaridenv.2012.03.006,Y,article
IMAD2013,"imada, s.; taniguchi, t.; acharya, k.; yamanaka, n.",vertical distribution of fine roots of tamarix ramosissima in an arid region of southern nevada,2013,journal of arid environments,92,,46–52,10.1016/j.jaridenv.2013.01.006,Y,article
IMAI2006,"imaizumi, t.; kurokawa, s.; ito, m.; auld, b.; wang, g. x.","population structure of solanum carolinense along the takano river in kyoto, japan as determined by amplified fragment length polymorphism analysis",2006,weed research,46,3,219–225,10.1111/j.1365-3180.2006.00499.x,Y,article
IMPS2004,"impson, f. a.c.; moran, v. c.; hoffmann, j. h.","biological control of an alien tree, acacia cyclops, in south africa: impact and dispersal of a seed-feeding weevil, melanterius servulus",2004,biological control,29,3,375–381,10.1016/s1049-9644(03)00159-2,N,article
